"기준_년분기_코드","자치구명","행정동_코드","행정동_코드_명","총_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","연령대_10_직장인구_비율","연령대_20_직장인구_비율","연령대_30_직장인구_비율","연령대_40_직장인구_비율","연령대_50_직장인구_비율","연령대_60_이상_직장인구_비율"
"2023Q4","강북구","11305635","수유3동","2578","0","200","650","702","721","305","0","7.758","25.2133","27.2304","27.9674","11.8309"
"2023Q4","강북구","11305625","수유2동","1213","0","10","32","246","393","532","0","0.8244","2.6381","20.2803","32.399","43.8582"
"2023Q4","강북구","11305615","수유1동","870","0","47","138","255","294","136","0","5.4023","15.8621","29.3103","33.7931","15.6322"
"2023Q4","강북구","11305608","번3동","511","0","52","83","125","148","103","0","10.1761","16.2427","24.4618","28.9628","20.1566"
"2023Q4","강북구","11305603","번2동","1063","0","129","127","306","342","159","0","12.1355","11.9473","28.7865","32.1731","14.9577"
"2023Q4","강북구","11305595","번1동","1761","0","177","360","344","496","384","0","10.0511","20.4429","19.5344","28.1658","21.8058"
"2023Q4","강북구","11305575","삼각산동","269","0","48","74","92","38","17","0","17.8439","27.5093","34.2007","14.1264","6.3197"
"2023Q4","강북구","11305555","송천동","437","0","3","40","75","139","180","0","0.6865","9.1533","17.1625","31.8078","41.1899"
"2023Q4","강북구","11305545","송중동","918","0","50","139","298","264","167","0","5.4466","15.1416","32.4619","28.7582","18.1917"
"2023Q4","강북구","11305535","미아동","4013","0","289","706","1241","1212","565","0","7.2016","17.5928","30.9245","30.2018","14.0792"
"2023Q4","강북구","11305534","삼양동","91","0","4","12","23","25","27","0","4.3956","13.1868","25.2747","27.4725","29.6703"
"2023Q3","강동구","11740700","둔촌2동","2509","0","473","663","546","524","303","0","18.8521","26.4249","21.7617","20.8848","12.0765"
"2023Q3","강동구","11740685","길동","8662","0","1221","1732","1974","2122","1613","0","14.0961","19.9954","22.7892","24.4978","18.6216"
"2023Q3","강동구","11740660","성내3동","3924","0","533","889","993","832","677","0","13.5831","22.6555","25.3058","21.2029","17.2528"
"2023Q3","강동구","11740650","성내2동","1864","0","299","391","438","374","362","0","16.0408","20.9764","23.4979","20.0644","19.4206"
"2023Q3","강동구","11740640","성내1동","12328","0","1461","2583","2658","3178","2448","0","11.8511","20.9523","21.5607","25.7787","19.8572"
"2023Q3","강동구","11740620","천호3동","1149","0","40","112","191","201","605","0","3.4813","9.7476","16.6232","17.4935","52.6545"
"2023Q3","강동구","11740610","천호2동","2988","0","321","639","778","708","542","0","10.743","21.3855","26.0375","23.6948","18.1392"
"2023Q3","강동구","11740600","천호1동","1824","0","144","332","469","446","433","0","7.8947","18.2018","25.7127","24.4518","23.739"
"2023Q3","강동구","11740580","암사2동","2218","0","219","369","525","668","437","0","9.8738","16.6366","23.67","30.1172","19.7024"
"2023Q3","강동구","11740570","암사1동","2741","0","357","588","570","550","676","0","13.0244","21.452","20.7953","20.0657","24.6625"
"2023Q3","강동구","11740560","고덕2동","887","0","46","115","195","310","221","0","5.186","12.9651","21.9842","34.9493","24.9154"
"2023Q3","강동구","11740550","고덕1동","812","0","89","180","209","194","140","0","10.9606","22.1675","25.7389","23.8916","17.2414"
"2023Q3","강동구","11740540","명일2동","2419","0","291","687","650","512","279","0","12.0298","28.4002","26.8706","21.1658","11.5337"
"2023Q3","강동구","11740530","명일1동","3610","0","536","974","915","647","538","0","14.8476","26.9806","25.3463","17.9224","14.903"
"2023Q3","강동구","11740520","상일동","1573","0","231","352","389","415","186","0","14.6853","22.3776","24.7298","26.3827","11.8245"
"2023Q3","강동구","11740515","강일동","156","0","22","33","44","39","18","0","14.1026","21.1538","28.2051","25","11.5385"
"2023Q3","강남구","11680750","수서동","16798","18","2394","4527","4516","3339","2004","0.1072","14.2517","26.9496","26.8842","19.8774","11.93"
"2023Q3","강남구","11680730","일원1동","1226","0","150","230","286","276","284","0","12.2349","18.7602","23.3279","22.5122","23.1648"
"2023Q3","강남구","11680700","세곡동","295","0","12","55","62","89","77","0","4.0678","18.6441","21.0169","30.1695","26.1017"
"2023Q3","강남구","11680690","개포4동","6664","0","811","1508","1885","1589","871","0","12.1699","22.6291","28.2863","23.8445","13.0702"
"2023Q3","강남구","11680670","개포2동","8866","7","1556","2526","2125","1649","1003","0.079","17.5502","28.4909","23.968","18.5991","11.3129"
"2023Q3","강남구","11680660","개포1동","522","2","82","138","136","108","56","0.3831","15.7088","26.4368","26.0536","20.6897","10.728"
"2023Q3","강남구","11680656","도곡2동","73377","351","14018","28830","21079","7603","1496","0.4784","19.1041","39.2902","28.727","10.3616","2.0388"
"2023Q3","강남구","11680655","도곡1동","29972","44","5121","6976","8361","7595","1875","0.1468","17.0859","23.2751","27.896","25.3403","6.2558"
"2023Q3","강남구","11680650","역삼2동","47819","132","11017","13290","11372","8475","3533","0.276","23.039","27.7923","23.7813","17.7231","7.3883"
"2023Q3","강남구","11680640","역삼1동","149163","245","30132","45379","38443","26077","8887","0.1642","20.2007","30.4224","25.7725","17.4822","5.9579"
"2023Q3","강남구","11680630","대치4동","32469","83","5207","9686","8848","5520","3125","0.2556","16.0368","29.8315","27.2506","17.0008","9.6246"
"2023Q3","강남구","11680610","대치2동","55807","318","10135","15363","12866","10519","6606","0.5698","18.1608","27.5288","23.0545","18.8489","11.8372"
"2023Q3","강남구","11680600","대치1동","23114","26","4230","7550","5766","3596","1946","0.1125","18.3006","32.6642","24.9459","15.5577","8.4191"
"2023Q3","강남구","11680590","삼성2동","53614","70","10816","17398","13626","7591","4113","0.1306","20.1738","32.4505","25.415","14.1586","7.6715"
"2023Q3","강남구","11680580","삼성1동","142941","333","28799","42874","38306","25377","7252","0.233","20.1475","29.9942","26.7985","17.7535","5.0734"
"2023Q3","강남구","11680565","청담동","56939","41","11873","18883","14172","8553","3417","0.072","20.8521","33.1636","24.8898","15.0213","6.0012"
"2023Q3","강남구","11680545","압구정동","38898","159","8652","12153","8931","5850","3153","0.4088","22.2428","31.2433","22.96","15.0393","8.1058"
"2023Q3","강남구","11680531","논현2동","52320","14","10040","15188","12640","8497","5941","0.0268","19.1896","29.0291","24.159","16.2404","11.3551"
"2023Q3","강남구","11680521","논현1동","40540","13","10620","12219","8633","5632","3423","0.0321","26.1963","30.1406","21.295","13.8925","8.4435"
"2023Q3","강남구","11680510","신사동","28397","0","5916","8607","7258","4335","2281","0","20.8332","30.3095","25.559","15.2657","8.0325"
"2023Q3","강서구","11500641","방화3동","2458","0","232","527","622","678","399","0","9.4386","21.4402","25.3051","27.5834","16.2327"
"2023Q3","강서구","11500640","방화2동","1702","1","152","325","390","472","362","0.0588","8.9307","19.0952","22.9142","27.7321","21.2691"
"2023Q3","강서구","11500630","방화1동","3807","0","373","812","949","1112","561","0","9.7977","21.3291","24.9278","29.2094","14.736"
"2023Q3","강서구","11500620","공항동","4040","0","677","1339","1114","786","124","0","16.7574","33.1436","27.5743","19.4554","3.0693"
"2023Q3","강서구","11500615","우장산동","2566","0","559","579","550","542","336","0","21.7849","22.5643","21.4341","21.1224","13.0943"
"2023Q3","강서구","11500611","발산1동","3925","0","211","563","1059","1311","781","0","5.3758","14.3439","26.9809","33.4013","19.8981"
"2023Q3","강서구","11500605","가양3동","747","2","125","166","210","154","90","0.2677","16.7336","22.2222","28.1124","20.6158","12.0482"
"2023Q3","강서구","11500603","가양1동","1846","0","195","385","425","449","392","0","10.5634","20.8559","23.0228","24.3229","21.2351"
"2023Q3","강서구","11500593","화곡8동","1587","0","213","437","468","280","189","0","13.4216","27.5362","29.4896","17.6434","11.9093"
"2023Q3","강서구","11500591","화곡6동","4632","0","646","1244","1189","1057","496","0","13.9465","26.8566","25.6693","22.8195","10.7081"
"2023Q3","강서구","11500590","화곡본동","2359","0","213","460","590","599","497","0","9.0292","19.4998","25.0106","25.3921","21.0682"
"2023Q3","강서구","11500570","화곡4동","2050","0","487","574","424","380","185","0","23.7561","28","20.6829","18.5366","9.0244"
"2023Q3","강서구","11500560","화곡3동","3629","0","502","876","928","838","485","0","13.833","24.1389","25.5718","23.0918","13.3646"
"2023Q3","강서구","11500550","화곡2동","2050","0","252","570","536","498","194","0","12.2927","27.8049","26.1463","24.2927","9.4634"
"2023Q3","강서구","11500540","화곡1동","4239","0","390","876","1066","1221","686","0","9.2003","20.6653","25.1474","28.804","16.1831"
"2023Q3","강서구","11500535","등촌3동","7914","0","996","1686","1773","1950","1509","0","12.5853","21.304","22.4033","24.6399","19.0675"
"2023Q3","강서구","11500530","등촌2동","2692","0","313","536","653","698","492","0","11.627","19.9108","24.2571","25.9287","18.2764"
"2023Q3","강서구","11500520","등촌1동","4379","0","877","1136","969","785","612","0","20.0274","25.942","22.1283","17.9265","13.9758"
"2023Q3","강서구","11500510","염창동","2133","0","334","626","634","361","178","0","15.6587","29.3483","29.7234","16.9245","8.3451"
"2023Q3","강북구","11305660","인수동","2776","0","211","552","747","853","413","0","7.6009","19.8847","26.9092","30.7277","14.8775"
"2023Q3","강북구","11305645","우이동","1487","0","39","89","204","376","779","0","2.6227","5.9852","13.7189","25.2858","52.3874"
"2023Q3","강북구","11305635","수유3동","2903","0","240","726","787","802","348","0","8.2673","25.0086","27.1099","27.6266","11.9876"
"2023Q3","강북구","11305625","수유2동","1281","0","14","44","250","416","557","0","1.0929","3.4348","19.516","32.4746","43.4817"
"2023Q3","강북구","11305615","수유1동","1101","0","80","183","305","360","173","0","7.2661","16.6213","27.7021","32.6975","15.713"
"2023Q3","강북구","11305608","번3동","236","0","22","38","60","68","48","0","9.322","16.1017","25.4237","28.8136","20.339"
"2023Q3","강북구","11305603","번2동","406","0","50","50","116","129","61","0","12.3153","12.3153","28.5714","31.7734","15.0246"
"2023Q3","강북구","11305595","번1동","1918","0","204","390","376","529","419","0","10.6361","20.3337","19.6038","27.5808","21.8457"
"2023Q3","강북구","11305575","삼각산동","373","0","64","102","122","60","25","0","17.1582","27.3458","32.7078","16.0858","6.7024"
"2023Q3","강북구","11305555","송천동","593","0","8","66","115","179","225","0","1.3491","11.1298","19.3929","30.1855","37.9427"
"2023Q3","강북구","11305545","송중동","1098","0","75","170","343","309","201","0","6.8306","15.4827","31.2386","28.1421","18.306"
"2023Q3","강북구","11305535","미아동","1001","0","77","175","310","297","142","0","7.6923","17.4825","30.969","29.6703","14.1858"
"2023Q3","강북구","11305534","삼양동","210","0","14","33","59","58","46","0","6.6667","15.7143","28.0952","27.619","21.9048"
"2023Q2","강동구","11740700","둔촌2동","2509","0","473","663","546","524","303","0","18.8521","26.4249","21.7617","20.8848","12.0765"
"2023Q2","강동구","11740685","길동","8662","0","1221","1732","1974","2122","1613","0","14.0961","19.9954","22.7892","24.4978","18.6216"
"2023Q2","강동구","11740660","성내3동","3924","0","533","889","993","832","677","0","13.5831","22.6555","25.3058","21.2029","17.2528"
"2023Q2","강동구","11740650","성내2동","1864","0","299","391","438","374","362","0","16.0408","20.9764","23.4979","20.0644","19.4206"
"2023Q2","강동구","11740640","성내1동","12328","0","1461","2583","2658","3178","2448","0","11.8511","20.9523","21.5607","25.7787","19.8572"
"2023Q2","강동구","11740620","천호3동","1149","0","40","112","191","201","605","0","3.4813","9.7476","16.6232","17.4935","52.6545"
"2023Q2","강동구","11740610","천호2동","2988","0","321","639","778","708","542","0","10.743","21.3855","26.0375","23.6948","18.1392"
"2023Q2","강동구","11740600","천호1동","1824","0","144","332","469","446","433","0","7.8947","18.2018","25.7127","24.4518","23.739"
"2023Q2","강동구","11740580","암사2동","2218","0","219","369","525","668","437","0","9.8738","16.6366","23.67","30.1172","19.7024"
"2023Q2","강동구","11740570","암사1동","2741","0","357","588","570","550","676","0","13.0244","21.452","20.7953","20.0657","24.6625"
"2023Q2","강동구","11740560","고덕2동","887","0","46","115","195","310","221","0","5.186","12.9651","21.9842","34.9493","24.9154"
"2023Q2","강동구","11740550","고덕1동","812","0","89","180","209","194","140","0","10.9606","22.1675","25.7389","23.8916","17.2414"
"2023Q2","강동구","11740540","명일2동","2419","0","291","687","650","512","279","0","12.0298","28.4002","26.8706","21.1658","11.5337"
"2023Q2","강동구","11740530","명일1동","3610","0","536","974","915","647","538","0","14.8476","26.9806","25.3463","17.9224","14.903"
"2023Q2","강동구","11740520","상일동","1573","0","231","352","389","415","186","0","14.6853","22.3776","24.7298","26.3827","11.8245"
"2023Q2","강동구","11740515","강일동","156","0","22","33","44","39","18","0","14.1026","21.1538","28.2051","25","11.5385"
"2023Q2","강남구","11680750","수서동","16798","18","2394","4527","4516","3339","2004","0.1072","14.2517","26.9496","26.8842","19.8774","11.93"
"2023Q2","강남구","11680730","일원1동","1226","0","150","230","286","276","284","0","12.2349","18.7602","23.3279","22.5122","23.1648"
"2023Q2","강남구","11680700","세곡동","295","0","12","55","62","89","77","0","4.0678","18.6441","21.0169","30.1695","26.1017"
"2023Q2","강남구","11680690","개포4동","6664","0","811","1508","1885","1589","871","0","12.1699","22.6291","28.2863","23.8445","13.0702"
"2023Q2","강남구","11680670","개포2동","8866","7","1556","2526","2125","1649","1003","0.079","17.5502","28.4909","23.968","18.5991","11.3129"
"2023Q2","강남구","11680660","개포1동","522","2","82","138","136","108","56","0.3831","15.7088","26.4368","26.0536","20.6897","10.728"
"2023Q2","강남구","11680656","도곡2동","73377","351","14018","28830","21079","7603","1496","0.4784","19.1041","39.2902","28.727","10.3616","2.0388"
"2023Q2","강남구","11680655","도곡1동","29972","44","5121","6976","8361","7595","1875","0.1468","17.0859","23.2751","27.896","25.3403","6.2558"
"2023Q2","강남구","11680650","역삼2동","47819","132","11017","13290","11372","8475","3533","0.276","23.039","27.7923","23.7813","17.7231","7.3883"
"2023Q2","강남구","11680640","역삼1동","149163","245","30132","45379","38443","26077","8887","0.1642","20.2007","30.4224","25.7725","17.4822","5.9579"
"2023Q2","강남구","11680630","대치4동","32469","83","5207","9686","8848","5520","3125","0.2556","16.0368","29.8315","27.2506","17.0008","9.6246"
"2023Q2","강남구","11680610","대치2동","55807","318","10135","15363","12866","10519","6606","0.5698","18.1608","27.5288","23.0545","18.8489","11.8372"
"2023Q2","강남구","11680600","대치1동","23114","26","4230","7550","5766","3596","1946","0.1125","18.3006","32.6642","24.9459","15.5577","8.4191"
"2023Q2","강남구","11680590","삼성2동","53614","70","10816","17398","13626","7591","4113","0.1306","20.1738","32.4505","25.415","14.1586","7.6715"
"2023Q2","강남구","11680580","삼성1동","142941","333","28799","42874","38306","25377","7252","0.233","20.1475","29.9942","26.7985","17.7535","5.0734"
"2023Q2","강남구","11680565","청담동","56939","41","11873","18883","14172","8553","3417","0.072","20.8521","33.1636","24.8898","15.0213","6.0012"
"2023Q2","강남구","11680545","압구정동","38898","159","8652","12153","8931","5850","3153","0.4088","22.2428","31.2433","22.96","15.0393","8.1058"
"2023Q2","강남구","11680531","논현2동","52320","14","10040","15188","12640","8497","5941","0.0268","19.1896","29.0291","24.159","16.2404","11.3551"
"2023Q2","강남구","11680521","논현1동","40540","13","10620","12219","8633","5632","3423","0.0321","26.1963","30.1406","21.295","13.8925","8.4435"
"2023Q2","강남구","11680510","신사동","28397","0","5916","8607","7258","4335","2281","0","20.8332","30.3095","25.559","15.2657","8.0325"
"2023Q2","강서구","11500641","방화3동","2458","0","232","527","622","678","399","0","9.4386","21.4402","25.3051","27.5834","16.2327"
"2023Q2","강서구","11500640","방화2동","1702","1","152","325","390","472","362","0.0588","8.9307","19.0952","22.9142","27.7321","21.2691"
"2023Q2","강서구","11500630","방화1동","3807","0","373","812","949","1112","561","0","9.7977","21.3291","24.9278","29.2094","14.736"
"2023Q2","강서구","11500620","공항동","4040","0","677","1339","1114","786","124","0","16.7574","33.1436","27.5743","19.4554","3.0693"
"2023Q2","강서구","11500615","우장산동","2566","0","559","579","550","542","336","0","21.7849","22.5643","21.4341","21.1224","13.0943"
"2023Q2","강서구","11500611","발산1동","3925","0","211","563","1059","1311","781","0","5.3758","14.3439","26.9809","33.4013","19.8981"
"2023Q2","강서구","11500605","가양3동","747","2","125","166","210","154","90","0.2677","16.7336","22.2222","28.1124","20.6158","12.0482"
"2023Q2","강서구","11500603","가양1동","1846","0","195","385","425","449","392","0","10.5634","20.8559","23.0228","24.3229","21.2351"
"2023Q2","강서구","11500593","화곡8동","1587","0","213","437","468","280","189","0","13.4216","27.5362","29.4896","17.6434","11.9093"
"2023Q2","강서구","11500591","화곡6동","4632","0","646","1244","1189","1057","496","0","13.9465","26.8566","25.6693","22.8195","10.7081"
"2023Q2","강서구","11500590","화곡본동","2359","0","213","460","590","599","497","0","9.0292","19.4998","25.0106","25.3921","21.0682"
"2023Q2","강서구","11500570","화곡4동","2050","0","487","574","424","380","185","0","23.7561","28","20.6829","18.5366","9.0244"
"2023Q2","강서구","11500560","화곡3동","3629","0","502","876","928","838","485","0","13.833","24.1389","25.5718","23.0918","13.3646"
"2023Q2","강서구","11500550","화곡2동","2050","0","252","570","536","498","194","0","12.2927","27.8049","26.1463","24.2927","9.4634"
"2023Q2","강서구","11500540","화곡1동","4239","0","390","876","1066","1221","686","0","9.2003","20.6653","25.1474","28.804","16.1831"
"2023Q2","강서구","11500535","등촌3동","7914","0","996","1686","1773","1950","1509","0","12.5853","21.304","22.4033","24.6399","19.0675"
"2023Q2","강서구","11500530","등촌2동","2692","0","313","536","653","698","492","0","11.627","19.9108","24.2571","25.9287","18.2764"
"2023Q2","강서구","11500520","등촌1동","4379","0","877","1136","969","785","612","0","20.0274","25.942","22.1283","17.9265","13.9758"
"2023Q2","강서구","11500510","염창동","2133","0","334","626","634","361","178","0","15.6587","29.3483","29.7234","16.9245","8.3451"
"2023Q2","강북구","11305660","인수동","2776","0","211","552","747","853","413","0","7.6009","19.8847","26.9092","30.7277","14.8775"
"2023Q2","강북구","11305645","우이동","1487","0","39","89","204","376","779","0","2.6227","5.9852","13.7189","25.2858","52.3874"
"2023Q2","강북구","11305635","수유3동","2903","0","240","726","787","802","348","0","8.2673","25.0086","27.1099","27.6266","11.9876"
"2023Q2","강북구","11305625","수유2동","1281","0","14","44","250","416","557","0","1.0929","3.4348","19.516","32.4746","43.4817"
"2023Q2","강북구","11305615","수유1동","1101","0","80","183","305","360","173","0","7.2661","16.6213","27.7021","32.6975","15.713"
"2023Q2","강북구","11305608","번3동","236","0","22","38","60","68","48","0","9.322","16.1017","25.4237","28.8136","20.339"
"2023Q2","강북구","11305603","번2동","406","0","50","50","116","129","61","0","12.3153","12.3153","28.5714","31.7734","15.0246"
"2023Q2","강북구","11305595","번1동","1918","0","204","390","376","529","419","0","10.6361","20.3337","19.6038","27.5808","21.8457"
"2023Q2","강북구","11305575","삼각산동","373","0","64","102","122","60","25","0","17.1582","27.3458","32.7078","16.0858","6.7024"
"2023Q2","강북구","11305555","송천동","593","0","8","66","115","179","225","0","1.3491","11.1298","19.3929","30.1855","37.9427"
"2023Q2","강북구","11305545","송중동","1098","0","75","170","343","309","201","0","6.8306","15.4827","31.2386","28.1421","18.306"
"2023Q2","강북구","11305535","미아동","1001","0","77","175","310","297","142","0","7.6923","17.4825","30.969","29.6703","14.1858"
"2023Q2","강북구","11305534","삼양동","210","0","14","33","59","58","46","0","6.6667","15.7143","28.0952","27.619","21.9048"
"2023Q1","강동구","11740700","둔촌2동","2509","0","473","663","546","524","303","0","18.8521","26.4249","21.7617","20.8848","12.0765"
"2023Q1","강동구","11740685","길동","8662","0","1221","1732","1974","2122","1613","0","14.0961","19.9954","22.7892","24.4978","18.6216"
"2023Q1","강동구","11740660","성내3동","3924","0","533","889","993","832","677","0","13.5831","22.6555","25.3058","21.2029","17.2528"
"2023Q1","강동구","11740650","성내2동","1864","0","299","391","438","374","362","0","16.0408","20.9764","23.4979","20.0644","19.4206"
"2023Q1","강동구","11740640","성내1동","12328","0","1461","2583","2658","3178","2448","0","11.8511","20.9523","21.5607","25.7787","19.8572"
"2023Q1","강동구","11740620","천호3동","1149","0","40","112","191","201","605","0","3.4813","9.7476","16.6232","17.4935","52.6545"
"2023Q1","강동구","11740610","천호2동","2988","0","321","639","778","708","542","0","10.743","21.3855","26.0375","23.6948","18.1392"
"2023Q1","강동구","11740600","천호1동","1824","0","144","332","469","446","433","0","7.8947","18.2018","25.7127","24.4518","23.739"
"2023Q1","강동구","11740580","암사2동","2218","0","219","369","525","668","437","0","9.8738","16.6366","23.67","30.1172","19.7024"
"2023Q1","강동구","11740570","암사1동","2741","0","357","588","570","550","676","0","13.0244","21.452","20.7953","20.0657","24.6625"
"2023Q1","강동구","11740560","고덕2동","887","0","46","115","195","310","221","0","5.186","12.9651","21.9842","34.9493","24.9154"
"2023Q1","강동구","11740550","고덕1동","812","0","89","180","209","194","140","0","10.9606","22.1675","25.7389","23.8916","17.2414"
"2023Q1","강동구","11740540","명일2동","2419","0","291","687","650","512","279","0","12.0298","28.4002","26.8706","21.1658","11.5337"
"2023Q1","강동구","11740530","명일1동","3610","0","536","974","915","647","538","0","14.8476","26.9806","25.3463","17.9224","14.903"
"2023Q1","강동구","11740520","상일동","1573","0","231","352","389","415","186","0","14.6853","22.3776","24.7298","26.3827","11.8245"
"2023Q1","강동구","11740515","강일동","156","0","22","33","44","39","18","0","14.1026","21.1538","28.2051","25","11.5385"
"2023Q1","강남구","11680750","수서동","16798","18","2394","4527","4516","3339","2004","0.1072","14.2517","26.9496","26.8842","19.8774","11.93"
"2023Q1","강남구","11680730","일원1동","1226","0","150","230","286","276","284","0","12.2349","18.7602","23.3279","22.5122","23.1648"
"2023Q1","강남구","11680700","세곡동","295","0","12","55","62","89","77","0","4.0678","18.6441","21.0169","30.1695","26.1017"
"2023Q1","강남구","11680690","개포4동","6664","0","811","1508","1885","1589","871","0","12.1699","22.6291","28.2863","23.8445","13.0702"
"2023Q1","강남구","11680670","개포2동","8866","7","1556","2526","2125","1649","1003","0.079","17.5502","28.4909","23.968","18.5991","11.3129"
"2023Q1","강남구","11680660","개포1동","522","2","82","138","136","108","56","0.3831","15.7088","26.4368","26.0536","20.6897","10.728"
"2023Q1","강남구","11680656","도곡2동","73377","351","14018","28830","21079","7603","1496","0.4784","19.1041","39.2902","28.727","10.3616","2.0388"
"2023Q1","강남구","11680655","도곡1동","29972","44","5121","6976","8361","7595","1875","0.1468","17.0859","23.2751","27.896","25.3403","6.2558"
"2023Q1","강남구","11680650","역삼2동","47819","132","11017","13290","11372","8475","3533","0.276","23.039","27.7923","23.7813","17.7231","7.3883"
"2023Q1","강남구","11680640","역삼1동","149163","245","30132","45379","38443","26077","8887","0.1642","20.2007","30.4224","25.7725","17.4822","5.9579"
"2023Q1","강남구","11680630","대치4동","32469","83","5207","9686","8848","5520","3125","0.2556","16.0368","29.8315","27.2506","17.0008","9.6246"
"2023Q1","강남구","11680610","대치2동","55807","318","10135","15363","12866","10519","6606","0.5698","18.1608","27.5288","23.0545","18.8489","11.8372"
"2023Q1","강남구","11680600","대치1동","23114","26","4230","7550","5766","3596","1946","0.1125","18.3006","32.6642","24.9459","15.5577","8.4191"
"2023Q1","강남구","11680590","삼성2동","53614","70","10816","17398","13626","7591","4113","0.1306","20.1738","32.4505","25.415","14.1586","7.6715"
"2023Q1","강남구","11680580","삼성1동","142941","333","28799","42874","38306","25377","7252","0.233","20.1475","29.9942","26.7985","17.7535","5.0734"
"2023Q1","강남구","11680565","청담동","56939","41","11873","18883","14172","8553","3417","0.072","20.8521","33.1636","24.8898","15.0213","6.0012"
"2023Q1","강남구","11680545","압구정동","38898","159","8652","12153","8931","5850","3153","0.4088","22.2428","31.2433","22.96","15.0393","8.1058"
"2023Q1","강남구","11680531","논현2동","52320","14","10040","15188","12640","8497","5941","0.0268","19.1896","29.0291","24.159","16.2404","11.3551"
"2023Q1","강남구","11680521","논현1동","40540","13","10620","12219","8633","5632","3423","0.0321","26.1963","30.1406","21.295","13.8925","8.4435"
"2023Q1","강남구","11680510","신사동","28397","0","5916","8607","7258","4335","2281","0","20.8332","30.3095","25.559","15.2657","8.0325"
"2023Q1","강서구","11500641","방화3동","2458","0","232","527","622","678","399","0","9.4386","21.4402","25.3051","27.5834","16.2327"
"2023Q1","강서구","11500640","방화2동","1702","1","152","325","390","472","362","0.0588","8.9307","19.0952","22.9142","27.7321","21.2691"
"2023Q1","강서구","11500630","방화1동","3807","0","373","812","949","1112","561","0","9.7977","21.3291","24.9278","29.2094","14.736"
"2023Q1","강서구","11500620","공항동","4040","0","677","1339","1114","786","124","0","16.7574","33.1436","27.5743","19.4554","3.0693"
"2023Q1","강서구","11500615","우장산동","2566","0","559","579","550","542","336","0","21.7849","22.5643","21.4341","21.1224","13.0943"
"2023Q1","강서구","11500611","발산1동","3925","0","211","563","1059","1311","781","0","5.3758","14.3439","26.9809","33.4013","19.8981"
"2023Q1","강서구","11500605","가양3동","747","2","125","166","210","154","90","0.2677","16.7336","22.2222","28.1124","20.6158","12.0482"
"2023Q1","강서구","11500603","가양1동","1846","0","195","385","425","449","392","0","10.5634","20.8559","23.0228","24.3229","21.2351"
"2023Q1","강서구","11500593","화곡8동","1587","0","213","437","468","280","189","0","13.4216","27.5362","29.4896","17.6434","11.9093"
"2023Q1","강서구","11500591","화곡6동","4632","0","646","1244","1189","1057","496","0","13.9465","26.8566","25.6693","22.8195","10.7081"
"2023Q1","강서구","11500590","화곡본동","2359","0","213","460","590","599","497","0","9.0292","19.4998","25.0106","25.3921","21.0682"
"2023Q1","강서구","11500570","화곡4동","2050","0","487","574","424","380","185","0","23.7561","28","20.6829","18.5366","9.0244"
"2023Q1","강서구","11500560","화곡3동","3629","0","502","876","928","838","485","0","13.833","24.1389","25.5718","23.0918","13.3646"
"2023Q1","강서구","11500550","화곡2동","2050","0","252","570","536","498","194","0","12.2927","27.8049","26.1463","24.2927","9.4634"
"2023Q1","강서구","11500540","화곡1동","4239","0","390","876","1066","1221","686","0","9.2003","20.6653","25.1474","28.804","16.1831"
"2023Q1","강서구","11500535","등촌3동","7914","0","996","1686","1773","1950","1509","0","12.5853","21.304","22.4033","24.6399","19.0675"
"2023Q1","강서구","11500530","등촌2동","2692","0","313","536","653","698","492","0","11.627","19.9108","24.2571","25.9287","18.2764"
"2023Q1","강서구","11500520","등촌1동","4379","0","877","1136","969","785","612","0","20.0274","25.942","22.1283","17.9265","13.9758"
"2023Q1","강서구","11500510","염창동","2133","0","334","626","634","361","178","0","15.6587","29.3483","29.7234","16.9245","8.3451"
"2023Q1","강북구","11305660","인수동","2776","0","211","552","747","853","413","0","7.6009","19.8847","26.9092","30.7277","14.8775"
"2023Q1","강북구","11305645","우이동","1487","0","39","89","204","376","779","0","2.6227","5.9852","13.7189","25.2858","52.3874"
"2023Q1","강북구","11305635","수유3동","2903","0","240","726","787","802","348","0","8.2673","25.0086","27.1099","27.6266","11.9876"
"2023Q1","강북구","11305625","수유2동","1281","0","14","44","250","416","557","0","1.0929","3.4348","19.516","32.4746","43.4817"
"2023Q1","강북구","11305615","수유1동","1101","0","80","183","305","360","173","0","7.2661","16.6213","27.7021","32.6975","15.713"
"2023Q1","강북구","11305608","번3동","236","0","22","38","60","68","48","0","9.322","16.1017","25.4237","28.8136","20.339"
"2023Q1","강북구","11305603","번2동","406","0","50","50","116","129","61","0","12.3153","12.3153","28.5714","31.7734","15.0246"
"2023Q1","강북구","11305595","번1동","1918","0","204","390","376","529","419","0","10.6361","20.3337","19.6038","27.5808","21.8457"
"2023Q1","강북구","11305575","삼각산동","373","0","64","102","122","60","25","0","17.1582","27.3458","32.7078","16.0858","6.7024"
"2023Q1","강북구","11305555","송천동","593","0","8","66","115","179","225","0","1.3491","11.1298","19.3929","30.1855","37.9427"
"2023Q1","강북구","11305545","송중동","1098","0","75","170","343","309","201","0","6.8306","15.4827","31.2386","28.1421","18.306"
