기준_년분기_코드,구명,행정동_코드_명,서비스_업종_코드_명,당월_매출_금액,주중_매출_금액,주말_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,당월_매출_건수,주중_매출_건수,주말_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20242,강남구,도곡2동,치킨전문점,221983035,172064211,49918824,997669,19587737,44651823,32307956,41071670,20399365,4205,3180,1025,2173,1142,25,399,794,747,895,455
20242,강남구,개포2동,치킨전문점,250283212,162227183,88056029,3792437,23370465,30075399,49645436,71263957,46314368,11346,7148,4198,6632,4194,285,1412,1490,2499,3013,2132
20242,강남구,개포4동,치킨전문점,358884510,243571323,115313187,2016991,24167557,57165813,78690319,101219308,65263568,13038,8800,4238,7314,4944,161,860,1940,3090,3670,2542
20242,강남구,세곡동,치킨전문점,479480890,323620147,155860743,8281590,49830357,90730793,123592427,95470492,55133798,18470,12128,6342,10163,7210,497,2756,3902,4562,3702,1953
20242,강남구,일원본동,치킨전문점,34391901,22261839,12130062,344843,1307476,3026932,10382151,11810792,6279891,1535,1007,528,803,701,15,76,215,532,446,220
20242,강남구,일원1동,치킨전문점,491073162,312489186,178583976,4913859,44350989,97868076,129355164,126047141,60970344,18492,12072,6420,11560,6363,191,1782,4074,4997,4656,2220
20242,강남구,수서동,치킨전문점,280628103,219041106,61586997,941104,17050443,47854369,54615791,56002660,55566422,7112,5440,1672,3962,2228,36,504,1268,1313,1448,1622
20242,강동구,강일동,치킨전문점,141252434,96385105,44867329,1268780,12417427,24578583,35394255,41315289,22432945,4826,3249,1577,3126,1600,52,442,919,1211,1320,781
20242,강동구,상일동,치킨전문점,93859469,62486655,31372814,1274691,4226926,16348474,30785343,19781453,12180073,2739,1879,860,1664,873,31,124,421,830,680,453
20242,강동구,명일1동,치킨전문점,461942351,307716448,154225903,2928586,31084501,69904452,111247754,128451960,85656481,15084,10224,4860,9068,5558,134,1146,2468,3634,4266,2980
20242,강동구,명일2동,치킨전문점,236910669,174252741,62657928,4939751,21044662,30639903,80777385,62681404,28061898,9866,7040,2826,5394,4288,215,751,1224,3188,2885,1422
20242,강동구,고덕1동,치킨전문점,15769924,10723559,5046365,0,333726,2172962,5406202,3800413,2951856,695,449,246,422,241,0,16,110,246,164,126
20242,강동구,고덕2동,치킨전문점,644075306,407301606,236773700,1860231,45783624,111180234,186596438,153394215,103194509,18944,11805,7139,11200,6792,114,1635,3324,5328,4461,3129
20242,강동구,암사1동,치킨전문점,55165635,34094223,21071412,0,1787902,10415852,5410977,10623789,25453335,2101,1419,682,1468,596,0,115,480,245,487,736
20242,강동구,암사2동,치킨전문점,226094564,153401875,72692689,202875,12938801,31827160,66172814,64242021,35102157,7732,5213,2519,4416,2976,14,457,1197,2214,2251,1256
20242,강동구,암사3동,치킨전문점,152089113,103711428,48377685,1042808,4432368,17750932,56662500,31113603,26946618,6528,4493,2035,3223,2952,63,235,914,2433,1313,1214
20242,강동구,천호1동,치킨전문점,884422355,650159740,234262615,1747252,45400095,122857941,167956396,261458767,262489135,26055,18275,7780,16652,9191,55,1812,5039,5693,7024,6219
20242,강동구,천호2동,치킨전문점,423146343,274540550,148605793,1650752,44972297,104281587,88665252,100211072,64316818,10489,6865,3624,6598,3507,41,1212,2447,2242,2463,1696
20242,강동구,천호3동,치킨전문점,95149137,59665857,35483280,132620,7081058,15331221,16248384,23173536,28959689,3967,2540,1427,2520,1368,21,388,678,720,1033,1046
20242,강동구,성내1동,치킨전문점,21000000,14629069,6370931,138390,1250884,2959149,5345730,5690997,5258870,1075,742,333,681,380,7,79,169,277,294,236
20242,강동구,성내2동,치킨전문점,473760975,346866127,126894848,1593970,62655722,82885110,91013765,63888495,165030490,11545,7395,4150,7151,4231,65,1619,2459,2906,2354,1975
20242,강동구,성내3동,치킨전문점,392266627,259600241,132666386,2161017,47719767,71722519,100528726,86601737,63109358,12824,8586,4238,7582,4856,100,1899,2410,3162,2851,2014
20242,강동구,길동,치킨전문점,899936840,601852332,298084508,3134257,94846104,182821292,189974962,215252142,175883252,34604,22706,11898,22556,11288,249,3659,6588,7645,8448,7258
20242,강동구,둔촌2동,치킨전문점,199381968,156643636,42738332,402769,8087996,26823152,61100715,41621803,38870124,6641,4962,1679,4134,2110,32,368,1125,2047,1534,1136
20243,강북구,삼양동,치킨전문점,26986360,20876539,6109821,0,1597027,3906176,6215301,4407861,7589677,1306,1007,299,738,511,0,116,211,340,229,351
20243,강북구,미아동,치킨전문점,151752767,110272287,41480480,1317781,16457482,22248457,38012152,40315598,29317205,5994,4351,1643,3551,2389,68,691,910,1438,1576,1253
20243,강북구,송중동,치킨전문점,226764194,159295956,67468238,1185076,35894085,38098937,48879753,62266334,31405898,7452,5150,2302,4259,3070,45,1121,1294,1425,2154,1286
20243,강북구,송천동,치킨전문점,481381345,349805464,131575881,312806,23020509,41201579,106889250,148660638,156572394,17344,12536,4808,10516,6700,18,782,1405,3915,5541,5560
20243,강북구,삼각산동,치킨전문점,206008520,131497512,74511008,1097757,10294979,30606947,72627782,53148405,23664596,6302,4116,2186,3573,2509,48,353,941,2063,1688,988
20243,강북구,번1동,치킨전문점,213638507,145407656,68230851,372303,22338890,37336278,50261577,58121394,39829815,7270,4882,2388,4098,3088,22,827,1254,1555,1968,1559
20243,강북구,번3동,치킨전문점,153731138,113059773,40671365,843457,9191451,23513322,39514111,45104522,31866351,7830,5962,1868,4346,3382,87,595,1169,2082,2176,1616
20243,강북구,수유1동,치킨전문점,16871817,9802588,7069229,0,336921,1888623,4242583,5691490,4712200,844,503,341,501,343,0,30,106,165,253,290
20243,강북구,수유2동,치킨전문점,270298940,184373101,85925839,503158,21714517,45741072,60880486,67706659,65304125,16080,11206,4874,8667,7295,69,1684,3186,3527,3808,3686
20243,강북구,수유3동,치킨전문점,556042702,384974401,171068301,2626656,68087082,87513275,109956119,174575846,93448916,16702,11535,5167,10252,6211,110,1956,2545,3135,5469,3243
20243,강북구,우이동,치킨전문점,306452781,188360642,118092139,2557000,14948874,33020840,62762221,93614912,97616630,9501,6080,3421,6589,2830,76,596,1143,1780,2876,2949
20243,강북구,인수동,치킨전문점,4036330,2997775,1038555,0,39297,623133,516470,1897468,701726,124,78,46,62,56,0,6,27,18,34,34
20243,강서구,염창동,치킨전문점,219624678,162603050,57021628,530310,10965765,27631750,60630092,57494366,32095516,7273,5063,2210,4128,2611,35,422,977,2060,1932,1312
20243,강서구,등촌1동,치킨전문점,407287117,331506625,75780492,660346,33322041,86127080,78091282,87282632,48761430,9683,7526,2157,5171,3480,12,976,2297,2018,2169,1176
20243,강서구,등촌2동,치킨전문점,118030257,80438492,37591765,2747404,7669982,27749402,25743100,31885893,19025252,5180,3487,1693,3039,2045,78,360,1356,1089,1374,823
20243,강서구,등촌3동,치킨전문점,971828303,740837271,230991032,1892919,111463622,164685565,149050332,208531008,196794782,26307,19444,6863,14506,9867,113,3046,5273,4208,5773,5954
20243,강서구,화곡1동,치킨전문점,346065241,225696043,120369198,2187668,41643000,74470873,85255071,82588488,42812912,11088,7336,3752,6473,4384,56,1380,2422,2761,2588,1643
20243,강서구,화곡2동,치킨전문점,14683857,9521301,5162556,67265,1135090,1799327,1866592,8571189,1244394,722,469,253,470,252,17,118,151,84,301,51
20243,강서구,화곡3동,치킨전문점,620639215,445211700,175427515,2169515,102781755,127324823,119994868,145825274,91931292,17657,12495,5162,10025,7114,70,2719,3629,3620,4195,2909
20243,강서구,화곡4동,치킨전문점,235934121,156670337,79263784,609285,14012004,40740968,46333156,72165025,56202084,11326,7363,3963,7163,4014,45,771,2322,2225,3194,2617
20243,강서구,화곡본동,치킨전문점,199742891,144230511,55512380,426180,16300983,37607288,49336115,51831209,38394835,13889,10157,3732,8067,5706,36,1245,3032,3447,3249,2762
20243,강서구,화곡6동,치킨전문점,438896813,310818117,128078696,1056060,42605212,97160505,118018302,77044267,52733318,11606,8174,3432,7256,3631,35,1208,2672,3045,2162,1767
20243,강서구,화곡8동,치킨전문점,89504605,65642944,23861661,272748,7238166,17486800,19950843,20179109,13176545,3184,2338,846,1827,1321,14,307,746,777,742,560
20243,강서구,가양1동,치킨전문점,146091629,118785027,27306602,95388,10854431,26187535,26581765,36736397,23132593,3498,2767,731,1929,1252,8,300,698,652,892,631
20243,강서구,가양3동,치킨전문점,186024246,139125783,46898463,1736629,11462621,40635996,30607912,39453052,41563241,6725,5047,1678,3752,2690,82,463,1311,1101,1564,1922
20243,강서구,발산1동,치킨전문점,340058234,239139659,100918575,1692024,16275934,43686639,94123230,88114564,72795950,20902,14647,6255,10759,9305,125,1247,3125,5326,5474,4768
20243,강서구,우장산동,치킨전문점,84901566,54376022,30525544,1095604,9437320,23498069,17622482,16767942,14566436,4652,2936,1716,2877,1737,77,603,1323,843,866,902
20243,강서구,공항동,치킨전문점,286001838,234017652,51984186,1462557,29317201,76645664,54757160,51946809,35811725,6782,5417,1365,4092,2185,45,762,1748,1440,1266,1017
20243,강서구,방화1동,치킨전문점,649152909,455454938,193697971,2846070,39654851,98666164,135756746,186367466,140193382,25657,17327,8330,14742,10193,144,1577,3924,5585,7159,6545
20243,강서구,방화2동,치킨전문점,319843573,226426139,93417434,769234,28657673,40508965,74670090,65534503,58609818,11863,7895,3968,6932,4084,34,1079,1905,3285,2404,2308
20243,강서구,방화3동,치킨전문점,247585697,166079156,81506541,1905900,16416510,35920998,56338148,65898303,57908345,10125,6744,3381,5350,4499,128,846,1626,2106,2624,2519
20243,강남구,신사동,치킨전문점,645455719,483608170,161847549,5371076,89497281,158058753,133439602,97295646,37224791,12572,9670,2902,6115,4765,231,2052,3076,2652,2018,858
20243,강남구,논현1동,치킨전문점,446539954,355316802,91223152,433961,71449689,140815498,72918378,49470804,24250942,11753,9152,2601,6612,3508,25,1866,3895,2049,1479,812
20243,강남구,논현2동,치킨전문점,893194591,762585562,130609029,713428,70220657,210268020,155326292,145278006,52034938,19124,16520,2604,10430,4734,36,1732,4709,4042,3068,1577
20243,강남구,압구정동,치킨전문점,358766342,270064119,88702223,3268787,36575066,74428837,56079083,62071963,37933845,6060,4650,1410,3050,1973,128,707,1232,1007,1245,700
20243,강남구,청담동,치킨전문점,462082957,355683094,106399863,1672231,30101254,75133670,97064770,77007018,75287987,10480,7867,2613,5124,3581,72,826,1682,2305,1983,1841
20243,강남구,삼성1동,치킨전문점,726113559,669271478,56842081,765878,50301700,147784733,149383190,86914151,38185467,10835,9940,895,5193,2630,18,901,2390,2229,1552,731
20243,강남구,삼성2동,치킨전문점,591136229,484687087,106449142,4001105,55989440,113199675,99864486,107011262,45096781,14249,11473,2776,6655,4677,179,1720,2543,2715,2898,1275
20243,강남구,대치1동,치킨전문점,141501912,97347684,44154228,279893,5631114,8834025,49494841,43853349,19021020,3519,2541,978,1951,1227,10,140,267,1228,1065,470
20243,강남구,대치2동,치킨전문점,1089059533,820136404,268923129,12076580,60981408,168631194,277955807,216767928,92156200,24877,18032,6845,12838,8438,628,1764,3775,7334,5797,1977
20243,강남구,대치4동,치킨전문점,1296836251,1012037970,284798281,29770973,99323452,177209906,309076483,290462270,96301066,28217,21062,7155,15123,9275,1395,2269,3897,7326,7302,2212
20243,강남구,역삼1동,치킨전문점,3433468821,2861451986,572016835,26478304,417772077,822670343,575205429,437496318,225685822,76963,61536,15427,42307,21575,1342,12436,18832,13252,12293,5732
20243,강남구,역삼2동,치킨전문점,494626006,425963021,68662985,774973,26175142,82939281,127699801,90631321,23779744,11941,10651,1290,5759,3971,34,1040,2564,3231,2167,694
20243,강남구,도곡1동,치킨전문점,89306988,83240843,6066145,678959,4848998,11399155,25038915,13610941,3062042,7039,6537,502,2851,3833,207,455,1259,3499,1021,244
20243,강남구,도곡2동,치킨전문점,203869426,165605220,38264206,551521,16432496,39455242,32548401,36138935,15874760,3897,3114,783,1945,1061,20,351,687,766,790,391
20243,강남구,개포2동,치킨전문점,170737578,111549853,59187725,2767355,11903963,24668059,34794641,47660586,32356891,8296,5331,2965,4895,2924,166,801,1106,1921,2152,1679
20243,강남구,개포4동,치킨전문점,368316527,258362031,109954496,1784955,39386054,49413356,86651750,95388776,59985111,12696,8751,3945,7214,4892,102,939,1618,3383,3600,2467
20243,강남구,세곡동,치킨전문점,362289826,269195436,93094390,2306226,25444476,64603930,99968192,72389722,42379123,11958,8632,3326,6762,4044,98,975,2321,3285,2643,1483
20243,강남구,일원본동,치킨전문점,29670547,18551447,11119100,20119,1237081,2380908,9059948,7815569,5234279,1186,767,419,636,485,5,51,126,378,358,203
20243,강남구,일원1동,치킨전문점,474109696,325851789,148257907,3903485,39864701,87082837,121366160,108524780,69224861,16528,10636,5892,9776,6023,206,1756,3117,4290,4091,2341
20243,강남구,수서동,치킨전문점,270899066,208527632,62371434,438664,22000486,44293220,55572960,60014874,56863926,6511,5015,1496,3871,2047,21,520,1060,1285,1396,1639
20243,강동구,강일동,치킨전문점,122999286,86774997,36224289,697401,9001116,21253910,32852569,36545220,18547924,3971,2813,1158,2556,1318,32,383,749,972,1084,653
20243,강동구,상일동,치킨전문점,133253732,88821848,44431884,64554,4956792,23729953,36900513,30734798,14258192,3298,2011,1287,2130,821,16,153,653,863,804,466
20243,강동구,명일1동,치킨전문점,435707468,296003031,139704437,3193411,30109946,63747871,111906029,114164037,75957777,13899,9485,4414,8228,5152,133,1045,2086,3676,3807,2633
20243,강동구,명일2동,치킨전문점,211945770,161685329,50260441,4269753,15836264,23071553,69193983,57959537,27235304,8237,6001,2236,4495,3525,212,572,1011,2460,2448,1318
20243,강동구,고덕1동,치킨전문점,13341340,8744753,4596587,124863,146578,1851229,5587349,2841990,2154158,662,429,233,352,293,5,16,119,277,135,92
20243,강동구,고덕2동,치킨전문점,551042204,364927472,186114732,1129254,36277124,105120377,138214491,130507376,97250428,16994,11238,5756,10112,5945,52,1318,3121,4519,3923,3130
20243,강동구,암사1동,치킨전문점,34114163,23976040,10138123,0,1029700,5576357,7903315,6588061,10781764,1463,1054,409,900,499,0,59,248,372,317,403
20243,강동구,암사2동,치킨전문점,229735451,152492162,77243289,194760,15054775,31654478,69484632,60030267,38679372,7336,4660,2676,4314,2714,7,483,1069,2055,2036,1379
20243,강동구,암사3동,치킨전문점,135637585,86333531,49304054,527138,5903878,10580542,51763825,27613500,29429044,5636,3578,2058,2911,2501,30,252,583,2170,1054,1320
20243,강동구,천호1동,치킨전문점,796865243,579211628,217653615,2484674,43181849,125869060,169726731,197260097,240465503,27376,19124,8252,17105,10199,87,2145,4941,6022,7289,6821
20243,강동구,천호2동,치킨전문점,384528197,258315995,126212202,1341138,39585666,93114228,94862184,89136447,56431471,10039,6672,3367,6570,3262,39,1062,2202,2345,2487,1696
20243,강동구,천호3동,치킨전문점,92504712,55310300,37194412,0,15248359,16911767,11606444,21912641,22420586,3709,2486,1223,2326,1303,0,428,792,524,954,925
20243,강동구,성내1동,치킨전문점,21000000,15997706,5002294,37910,2138090,3702002,4993813,5153099,4529145,998,759,239,588,396,4,89,151,267,283,190
20243,강동구,성내2동,치킨전문점,237563879,153683363,83880516,317809,30178323,47472118,63158794,52765945,39884563,8776,5604,3172,5329,3339,24,1153,1656,2318,1994,1522
20243,강동구,성내3동,치킨전문점,359517353,240051535,119465818,2254887,35869587,63687438,82464402,77126926,65395711,12158,8240,3918,7373,4275,94,1532,2545,2723,2626,2124
20243,강동구,길동,치킨전문점,788175469,527088995,261086474,3132486,85384650,136842284,155877498,193370708,152873353,29596,19650,9946,19450,9416,239,3497,5370,6443,7131,6191
20243,강동구,둔촌2동,치킨전문점,156533805,132684381,23849424,0,9611513,23070385,44244243,37663095,31155688,5702,4656,1046,3971,1518,0,349,851,1642,1520,1124
20244,강북구,삼양동,치킨전문점,20479889,13931054,6548835,0,838845,1781569,8789913,3329185,5740377,868,598,270,625,243,0,49,71,328,165,255
20244,강북구,미아동,치킨전문점,133454637,94262648,39191989,1960684,12517701,22529086,37391373,33391709,22205399,5429,3923,1506,3350,2029,85,571,884,1481,1310,1050
20244,강북구,송중동,치킨전문점,209094531,145808465,63286066,2092626,42622226,37297255,47660118,49448844,24181508,6279,4335,1944,3498,2699,77,1086,994,1363,1678,1000
20244,강북구,송천동,치킨전문점,439489668,316304734,123184934,1191011,17117876,44671808,107541757,158355336,103301809,16859,11962,4897,11125,5586,63,832,1472,4002,6094,4252
20244,강북구,삼각산동,치킨전문점,251761836,164486747,87275089,1983765,15352590,35454851,85485144,64880325,33825279,8587,5812,2775,5083,3262,83,517,1337,2552,2273,1581
20244,강북구,번1동,치킨전문점,180217139,118852321,61364818,193612,23962881,30902441,38620646,47795428,32099674,7067,4694,2373,4206,2798,11,991,1311,1432,1823,1438
20244,강북구,번3동,치킨전문점,136240863,96797543,39443320,817605,10902911,21093347,40449261,38031854,23542027,7345,5579,1766,3897,3420,56,680,1084,2166,1958,1373
20244,강북구,수유1동,치킨전문점,12796683,6128815,6667868,0,896471,843737,3782170,3600531,3471629,697,387,310,410,275,0,42,47,221,152,223
20244,강북구,수유2동,치킨전문점,261720864,183941869,77778995,2329584,25295024,44515766,53491137,69181909,61771345,15552,10841,4711,8314,7160,183,2064,2778,3124,3773,3552
20244,강북구,수유3동,치킨전문점,510644816,348534056,162110760,3575309,52814335,108538012,107690908,144312144,75509954,16084,11033,5051,9863,5930,163,1730,3103,3249,4818,2734
20244,강북구,우이동,치킨전문점,164183468,98888353,65295115,285433,14611591,21564515,34309840,46366360,42579605,5723,3637,2086,3457,2153,9,540,862,1222,1538,1438
20244,강북구,인수동,치킨전문점,1897468,1375383,522085,0,140345,690499,202097,117890,746637,89,66,23,55,34,0,6,33,10,6,34
20244,강서구,염창동,치킨전문점,223219045,168163527,55055518,500526,10402844,31094175,59406617,50041612,30244755,7293,5126,2167,4147,2560,34,414,1114,2116,1745,1284
20244,강서구,등촌1동,치킨전문점,356580715,291759607,64821108,1463399,29178241,74574387,62739515,66492170,38177336,9274,7364,1910,4754,3347,39,940,2082,1843,1934,1263
20244,강서구,등촌2동,치킨전문점,133432844,98044076,35388768,1927368,12111775,24818423,22178424,47034874,22594243,5724,4093,1631,2948,2675,76,602,1350,1092,1597,904
20244,강서구,등촌3동,치킨전문점,864245354,635060172,229185182,3265009,98540647,169527394,128560416,177035467,140651784,23491,16556,6935,12915,8634,144,2683,5140,3618,5213,4748
20244,강서구,화곡1동,치킨전문점,644237727,417923422,226314305,4068644,109317779,201711690,140556719,100537453,73207464,15913,10633,5280,9498,6218,155,2416,4149,3854,3004,2138
20244,강서구,화곡2동,치킨전문점,8641816,4933856,3707960,0,92489,1486547,924887,4868274,454036,455,269,186,303,134,0,17,135,84,185,17
20244,강서구,화곡3동,치킨전문점,496489317,359577302,136912015,1594204,74138932,89691239,102789509,128332579,76067059,15272,11034,4238,8502,6436,65,2146,2819,3263,4005,2643
20244,강서구,화곡4동,치킨전문점,211211920,141248282,69963638,358288,12743760,29633346,56706923,59309902,43615106,9890,6607,3283,6179,3549,9,880,1762,2527,2538,2015
20244,강서구,화곡본동,치킨전문점,216873938,161216036,55657902,1119847,26833541,42863020,44973326,54190072,34653683,14175,10844,3331,7461,6551,93,1671,3256,3132,3428,2428
20244,강서구,화곡6동,치킨전문점,417833917,284340060,133493857,357816,49826090,83439876,114401770,87297677,47011866,11707,7972,3735,7619,3450,15,1268,2553,3129,2582,1519
20244,강서구,화곡8동,치킨전문점,85682314,65065161,20617153,0,5574979,20651260,20264378,24279059,13545450,3165,2358,807,1838,1307,0,277,782,728,802,558
20244,강서구,가양1동,치킨전문점,115049825,91442959,23606866,969057,7161994,19876872,20630689,26703576,20250041,3105,2403,702,1821,968,27,270,655,573,732,530
20244,강서구,가양3동,치킨전문점,153062845,113839446,39223399,865353,13519596,29647110,27765477,37859616,26730725,6160,4454,1706,3551,2333,59,594,1311,992,1489,1438
20244,강서구,발산1동,치킨전문점,303366762,213177426,90189336,2580088,16107673,46157919,90566604,75869390,52780619,17926,12725,5201,9621,7822,209,1021,2668,5195,4569,3778
20244,강서구,우장산동,치킨전문점,86355468,61124146,25231322,0,13606374,24985338,17295289,14307185,16161282,4520,3068,1452,2758,1762,0,785,1269,884,725,857
20244,강서구,공항동,치킨전문점,302794607,249868737,52925870,573336,37312084,79675779,55504808,52197500,36856863,7059,5576,1483,4114,2413,24,970,1925,1389,1228,993
20244,강서구,방화1동,치킨전문점,628215706,428679087,199536619,2084907,33729437,90388472,146040336,176617854,131510543,25982,17248,8734,15020,10060,117,1575,3963,5854,7290,6285
20244,강서구,방화2동,치킨전문점,285490768,199295476,86195292,849671,13770535,39473643,77715807,60201012,50339260,10387,6745,3642,6000,3946,35,786,1600,3366,2311,1845
20244,강서구,방화3동,치킨전문점,192001487,128469184,63532303,1924552,14779522,25458638,40420045,50442904,42246088,6967,4747,2220,3631,3058,120,610,1077,1316,1830,1733
20244,강남구,신사동,치킨전문점,577067653,448326654,128740999,2251786,82387988,120116858,106609847,83809628,48133605,10079,7665,2414,5117,3621,118,1796,2207,2004,1708,904
20244,강남구,논현1동,치킨전문점,543708143,428667358,115040785,770282,92559127,170165292,91309034,57522207,34629541,14381,11195,3186,8081,4458,29,2576,4495,2479,1682,1279
20244,강남구,논현2동,치킨전문점,871679639,755535912,116143727,490771,72512534,189862514,121332856,131984013,50757903,17378,15432,1946,8950,4457,10,1755,4348,3437,2493,1364
20244,강남구,압구정동,치킨전문점,288558236,217087634,71470602,1445127,37861076,47994325,54863601,60593103,28154644,4844,3708,1136,2655,1411,60,664,851,845,1120,528
20244,강남구,청담동,치킨전문점,485011800,382680362,102331438,2170494,33214163,69072032,97337061,81888351,80577745,10429,7864,2565,5109,3455,78,807,1544,2147,2121,1875
20244,강남구,삼성1동,치킨전문점,603662642,548779341,54883301,1219880,48317415,149326309,133252474,70698065,18916030,8853,7978,875,4332,2224,40,737,2224,1944,1140,469
20244,강남구,삼성2동,치킨전문점,511244836,394409891,116834945,6186159,54661243,93216990,88859483,93512760,42919207,13481,10595,2886,6380,4693,217,1893,2407,2537,2746,1274
20244,강남구,대치1동,치킨전문점,113509267,90769979,22739288,1169759,2353017,10470908,42008290,27969143,17386995,3319,2661,658,1687,1389,32,115,294,1174,937,523
20244,강남구,대치2동,치킨전문점,1047009941,777466773,269543168,15270140,58353614,153017342,297993290,193174333,99587761,23616,17139,6477,12208,7924,764,1386,2579,7319,5602,2482
20244,강남구,대치4동,치킨전문점,1081674452,849213155,232461297,16476730,80004276,144107043,257590366,222686177,77834549,22294,17109,5185,11135,7344,806,1984,3067,5623,5213,1791
20244,강남구,역삼1동,치킨전문점,3033204210,2523482666,509721544,15025436,399292762,729464717,465850640,395867182,205964102,64463,52131,12332,35092,18165,828,10634,15667,11080,9715,5316
20244,강남구,역삼2동,치킨전문점,500475557,449116558,51358999,362216,28406144,73756495,117495057,89674493,19761603,11417,10372,1045,5488,3601,17,974,2312,3118,2145,524
20244,강남구,도곡1동,치킨전문점,61085201,53608611,7476590,832057,3415929,10787783,24249549,8374162,3679105,7338,6628,710,2652,4368,286,456,1116,3752,968,441
20244,강남구,도곡2동,치킨전문점,186083796,145266248,40817548,304928,19872971,34526933,32597194,30656690,19286077,3929,2992,937,2085,1063,15,433,697,786,800,416
20244,강남구,개포2동,치킨전문점,164429436,105525611,58903825,2338445,13099288,20067245,38466446,42267957,32093004,8103,5196,2907,4459,3222,166,804,982,2086,2011,1638
20244,강남구,개포4동,치킨전문점,353206768,243594090,109612678,3492843,20739941,57758217,82532410,98284453,59970768,12289,8647,3642,7149,4459,180,878,1799,2923,3501,2333
20244,강남구,세곡동,치킨전문점,287368348,209589197,77779151,1529463,17901993,57551361,84039738,57557204,35899327,10000,7306,2694,5674,3526,79,680,1981,2794,2283,1384
20244,강남구,일원본동,치킨전문점,27329535,17043853,10285682,140831,1210478,2072234,9504890,7328156,5410639,1137,728,409,621,475,10,50,121,355,358,202
20244,강남구,일원1동,치킨전문점,444828038,295226320,149601718,5017673,45436003,75647990,112192128,105070172,66864364,17392,11334,6058,10276,6461,257,1857,3476,4165,4425,2558
20244,강남구,수서동,치킨전문점,224910804,174324380,50586424,178611,21041611,43942186,43222976,44395348,43521538,5524,4177,1347,3439,1577,14,532,1004,1080,1102,1286
20244,강동구,강일동,치킨전문점,148880793,100771184,48109609,448454,14067715,23100093,39936021,39022063,22846999,4779,3204,1575,3053,1534,29,481,865,1178,1269,763
20244,강동구,상일동,치킨전문점,118299017,88616178,29682839,590579,5987323,22112973,38211791,29415154,11030412,3111,2148,963,1918,1056,50,257,543,1020,713,393
20244,강동구,명일1동,치킨전문점,402656121,277531310,125124811,2948104,34567992,59552100,97108019,99748520,70372405,13273,9329,3944,7831,4879,154,1265,2094,3334,3407,2455
20244,강동구,명일2동,치킨전문점,147647934,111879276,35768658,2537343,12762314,20742457,44743854,40114682,15809755,2820,2259,561,1565,1071,46,283,388,829,762,329
20244,강동구,고덕1동,치킨전문점,18961803,13974883,4986920,0,184580,3171043,5951657,5113908,3351701,798,576,222,476,295,0,16,165,263,207,120
20244,강동구,고덕2동,치킨전문점,551194388,349438336,201756052,3738049,39518649,96259644,136582677,149428616,81861435,17372,10992,6380,10360,6025,155,1365,3166,4472,4591,2634
20244,강동구,암사1동,치킨전문점,43645864,29536997,14108867,0,1607512,10465008,7949683,7887325,14536579,1863,1339,524,1109,716,0,89,498,378,405,454
20244,강동구,암사2동,치킨전문점,214784943,146249667,68535276,412760,14648412,38431473,57242308,59074196,36639057,6971,4686,2285,4206,2542,20,493,1243,1789,2006,1197
20244,강동구,암사3동,치킨전문점,134954609,91208969,43745640,794354,4655879,15665503,61196678,22959286,19088843,5875,4031,1844,2769,2783,36,188,829,2577,1028,893
20244,강동구,천호1동,치킨전문점,907095600,680490214,226605386,530088,37279121,122633911,125944409,307698330,279793190,24099,16947,7152,15512,8428,36,1813,4772,5076,6748,5496
20244,강동구,천호2동,치킨전문점,362961265,243589468,119371797,773205,36755021,85232281,87111591,85756734,46887734,9632,6428,3204,5888,3305,42,980,2094,2367,2319,1391
20244,강동구,천호3동,치킨전문점,77120979,53536698,23584281,85989,4561696,11702616,13458437,23546107,16974038,3362,2257,1105,2202,1052,10,285,632,587,1084,660
20244,강동구,성내1동,치킨전문점,21000000,14831832,6168168,71865,1609859,2975434,4898329,6091818,4230876,1042,710,332,658,363,3,86,156,273,305,198
20244,강동구,성내2동,치킨전문점,460683574,335012011,125671563,1051677,76385341,76204355,82650225,108315177,101165256,9585,6529,3056,5548,3758,32,1182,2018,2207,2165,1706
20244,강동구,성내3동,치킨전문점,363822538,240349370,123473168,1378803,34500435,78215752,82353388,82886168,60113312,12886,8729,4157,7741,4713,57,1665,2906,2857,2806,2169
20244,강동구,길동,치킨전문점,674580508,461377959,213202549,2945311,80435927,107776901,144789058,166691154,117989432,27197,18349,8848,17261,9141,152,3493,4422,5951,6788,5594
20244,강동구,둔촌2동,치킨전문점,136979684,108231344,28748340,23976,6361655,19093861,41175849,37207102,24541197,4711,3630,1081,3213,1305,6,227,653,1481,1280,869
20251,강북구,삼양동,치킨전문점,15232175,10912779,4319396,0,838092,2145047,4161156,3973610,2942114,609,432,177,445,153,0,35,93,176,164,129
20251,강북구,미아동,치킨전문점,102219105,69435184,32783921,155597,9970903,14721773,23588633,29027489,22885638,4065,2889,1176,2565,1472,23,420,624,858,1167,945
20251,강북구,송중동,치킨전문점,182850466,125537784,57312682,498936,33069352,35518891,41278407,45677350,24921963,5595,3945,1650,3269,2292,21,856,1054,1129,1524,976
