기준_년분기_코드,구명,행정동_코드_명,서비스_업종_코드_명,당월_매출_금액,주중_매출_금액,주말_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,당월_매출_건수,주중_매출_건수,주말_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20251,강북구,송천동,치킨전문점,358905366,241364465,117540901,422657,10043173,33267351,78204276,116346648,114235896,13238,9113,4125,8430,4649,24,471,1044,3154,3979,4413
20251,강북구,삼각산동,치킨전문점,190146008,122802191,67343817,2309805,10438281,26739038,64341949,52393820,27625684,6364,4265,2099,3722,2533,87,344,903,1955,1903,1063
20251,강북구,번1동,치킨전문점,164480072,103746203,60733869,843304,14214918,34791166,38752922,45923250,29954512,6119,3866,2253,3806,2313,34,589,1283,1332,1625,1256
20251,강북구,번3동,치킨전문점,108181454,74354941,33826513,836115,5653718,21841672,24438533,33373677,18779997,5397,4000,1397,2990,2377,79,305,1023,1419,1537,1004
20251,강북구,수유1동,치킨전문점,11909000,7473520,4435480,0,932972,1101176,2649657,3605038,3620157,744,486,258,519,225,0,65,77,194,189,219
20251,강북구,수유2동,치킨전문점,233005737,153523932,79481805,2290984,17459556,44457108,46630594,69036459,50756961,13249,8952,4297,7294,5917,112,1155,2936,2394,3631,2983
20251,강북구,수유3동,치킨전문점,444421344,298946740,145474604,2944475,31516944,79857022,105585912,124810315,82578623,14140,9386,4754,9037,4930,107,1203,2432,3096,4254,2877
20251,강북구,우이동,치킨전문점,132603604,73505128,59098476,362131,5026724,15049846,30162934,36109300,38848147,4558,2699,1859,2586,1858,11,171,654,1007,1275,1323
20251,강북구,인수동,치킨전문점,2576738,1785192,791546,0,353670,1094693,123504,258235,746636,129,91,38,78,51,0,17,51,12,17,32
20251,강서구,염창동,치킨전문점,196547276,147541329,49005947,604654,10318865,27227893,51670335,54732842,23321662,6481,4535,1946,3704,2311,34,366,997,1824,1755,1038
20251,강서구,등촌1동,치킨전문점,305555730,251414928,54140802,914000,22527394,62482909,59055545,60677339,36428619,7917,6232,1685,4248,2650,26,632,1680,1675,1745,1133
20251,강서구,등촌2동,치킨전문점,85900415,62102744,23797671,456555,8615622,17321001,21918469,25654677,11934091,4149,2878,1271,2516,1633,35,506,941,970,1058,639
20251,강서구,등촌3동,치킨전문점,638268777,445776638,192492139,1813617,63435643,127651608,117378488,143275351,106143017,15927,10910,5017,9094,5695,105,1712,3603,2829,3468,3072
20251,강서구,화곡1동,치킨전문점,607710399,393236527,214473872,1514108,89892928,171772708,142471622,115934554,68683703,14926,9685,5241,9428,5227,52,1864,3650,3731,3193,2164
20251,강서구,화곡2동,치킨전문점,12931615,6474214,6457401,0,572446,2423578,2270876,5264191,1946488,690,286,404,380,293,0,52,191,102,240,88
20251,강서구,화곡3동,치킨전문점,452046886,300784721,151262165,4833159,52962658,94021800,87491266,136074240,73928126,12911,8564,4347,7406,5416,144,1520,2366,2497,3803,2492
20251,강서구,화곡4동,치킨전문점,225080050,131013799,94066251,155989,15104603,27474256,49259059,61849384,55365380,10121,6130,3991,6367,3571,17,908,1632,2086,2764,2527
20251,강서구,화곡본동,치킨전문점,167253102,126639702,40613400,87099,12487457,33479337,41842619,44094068,30273316,12076,9137,2939,7148,4814,10,923,2648,2789,3187,2405
20251,강서구,화곡6동,치킨전문점,403785103,269167735,134617368,1940683,29266338,91107366,119984065,89276928,49778549,12027,8079,3948,7765,3801,54,965,2584,3430,2704,1829
20251,강서구,화곡8동,치킨전문점,79442138,56718600,22723538,0,5484232,14831556,18297390,22415734,17309832,3148,2207,941,1766,1368,0,289,633,733,787,691
20251,강서구,가양1동,치킨전문점,102853560,80303032,22550528,676708,9355763,24635443,18133821,19404407,13966758,2589,1866,723,1505,825,15,237,611,461,533,473
20251,강서구,가양3동,치킨전문점,120403785,90368676,30035109,1231325,8268591,26994227,18391895,29018275,22603692,4734,3464,1270,2753,1737,53,391,969,777,1095,1206
20251,강서구,발산1동,치킨전문점,269055038,179154236,89900802,1894875,14139666,31494495,79984595,69117518,53336674,15486,10344,5142,8374,6644,119,1007,1864,4545,4134,3347
20251,강서구,우장산동,치킨전문점,59163859,42401766,16762093,569383,5898465,14276597,15830831,12562055,10026528,2724,1947,777,1591,1133,31,247,725,672,540,509
20251,강서구,공항동,치킨전문점,243680642,195985283,47695359,597864,20366467,60682950,50407626,48642377,28308340,5743,4552,1191,3432,1893,18,514,1476,1235,1274,811
20251,강서구,방화1동,치킨전문점,575656916,397622769,178034147,1458725,34903290,91271361,132097140,159410999,130651489,24813,16642,8171,14106,10119,66,1273,3576,5718,6689,6906
20251,강서구,방화2동,치킨전문점,219112998,141574388,77538610,246219,3531560,24883744,41328278,65068849,55390785,8577,5440,3137,5101,3020,34,315,1223,1839,2656,2055
20251,강서구,방화3동,치킨전문점,159099745,106177409,52922336,1440076,10476574,19711256,27129149,43913156,41174665,6533,4401,2132,3424,2748,97,549,900,1090,1731,1809
20251,강남구,신사동,치킨전문점,492728162,363207242,129520920,1578605,58270962,132875415,90529229,82449693,38901439,8919,6676,2243,4651,3154,67,1267,2354,1624,1708,779
20251,강남구,논현1동,치킨전문점,505314579,386329624,118984955,2085479,69592520,153194329,86782741,59712348,39929812,13366,9981,3385,7369,4253,65,1775,4057,2612,1786,1328
20251,강남구,논현2동,치킨전문점,691584076,601724661,89859415,1397916,55284007,118519773,120874748,97568574,33368287,13557,11731,1826,6711,3539,41,1202,2877,3048,2193,891
20251,강남구,압구정동,치킨전문점,257523609,181845865,75677744,2319497,19663899,71172475,37750788,51123817,30019678,4311,3160,1151,2163,1466,99,401,992,731,910,493
20251,강남구,청담동,치킨전문점,374973551,282498767,92474784,1396064,25599427,59473534,67752804,69541462,62083284,8683,6172,2511,4200,2906,67,604,1173,1712,1935,1616
20251,강남구,삼성1동,치킨전문점,574579126,507809189,66769937,215175,39662290,116897244,124981175,71992141,13877215,7864,6994,870,3509,1993,14,555,1701,1636,1254,336
20251,강남구,삼성2동,치킨전문점,360988515,287505093,73483422,5609871,36997284,67330403,71266024,69729910,29087693,9875,7705,2170,4698,3517,257,1185,2006,1718,2200,849
20251,강남구,대치1동,치킨전문점,107522826,83931560,23591266,988698,2556759,6124029,31255093,32462106,14885938,2847,2097,750,1569,950,44,83,210,797,915,471
20251,강남구,대치2동,치킨전문점,961531359,740673293,220858066,17096579,48255064,144375016,261416313,186274240,78279766,22242,15985,6257,10951,8143,918,1145,2721,6545,5608,2155
20251,강남구,대치4동,치킨전문점,874018960,664371475,209647485,25746713,60627536,112753205,209953027,199145070,72041772,19982,14387,5595,10435,6580,1147,1447,2457,5179,5097,1693
20251,강남구,역삼1동,치킨전문점,2634201007,2145454316,488746691,11935758,300547547,602823745,462450337,350918074,184641035,54496,43994,10502,29632,15117,645,7822,13240,9659,8552,4826
20251,강남구,역삼2동,치킨전문점,515101123,461569725,53531398,1012657,17124402,76057768,121430872,97217178,23249271,10965,9936,1029,5097,3973,29,705,2295,3147,2313,579
20251,강남구,도곡1동,치킨전문점,34619584,29896826,4722758,941889,2156692,4719430,16244426,4662850,2955468,4720,4267,453,1970,2616,320,293,679,2277,612,407
20251,강남구,도곡2동,치킨전문점,146588050,117729116,28858934,521924,12788398,27406271,25397393,21353029,12947491,2681,2064,617,1407,645,12,229,461,502,507,343
20251,강남구,개포2동,치킨전문점,121654053,77843837,43810216,1827430,9066899,14080869,25674368,32834165,25406124,6415,4094,2321,3624,2504,87,727,917,1416,1740,1248
20251,강남구,개포4동,치킨전문점,308073542,211464404,96609138,3327127,16805774,54722800,65108155,71180416,55829717,9935,7092,2843,5277,3851,125,613,1329,2247,2447,2370
20251,강남구,세곡동,치킨전문점,269811537,183260402,86551135,834231,14839540,37016994,88965174,64061092,36371964,8346,5886,2460,4981,2806,30,571,1319,2753,1941,1173
20251,강남구,일원본동,치킨전문점,22728591,14009148,8719443,130772,593501,1658786,6521978,5076952,7707974,930,541,389,548,347,5,30,75,313,216,257
20251,강남구,일원1동,치킨전문점,348596223,229220010,119376213,3462291,28782642,68026900,80066608,98041231,49951331,12503,8099,4404,7552,4488,140,1218,2381,3102,3228,1971
20251,강남구,수서동,치킨전문점,222711693,173052809,49658884,169027,15736270,47700089,44596123,48924458,38512439,5144,3897,1247,3208,1375,7,308,1024,1010,1136,1101
20251,강동구,강일동,치킨전문점,127258313,82196667,45061646,2165945,11868810,19660344,26921972,34973029,19301097,4021,2585,1436,2640,1130,40,343,702,931,1045,706
20251,강동구,상일동,치킨전문점,86769881,60934490,25835391,167131,4734305,13149176,27134485,14197634,11755089,2181,1504,677,1337,539,8,156,321,623,413,359
20251,강동구,명일1동,치킨전문점,341571077,238721407,102849670,4689993,24256018,41751037,89388830,94946520,62931643,11375,7871,3504,6645,4312,247,1009,1574,2773,3181,2172
20251,강동구,명일2동,치킨전문점,134696143,100018017,34678126,1986490,12657139,11635246,36695534,43504688,18619838,2571,1993,578,1440,993,53,210,270,785,848,271
20251,강동구,고덕1동,치킨전문점,14443391,10496635,3946756,124863,570026,1673707,3926127,5466827,1704650,635,433,202,407,202,5,27,87,174,239,76
20251,강동구,고덕2동,치킨전문점,446307123,305443590,140863533,3918798,28792239,80765100,123546825,114782152,63505487,14272,9290,4982,8288,5279,110,957,2457,3982,3838,2226
20251,강동구,암사1동,치킨전문점,210446737,131994341,78452396,47186,8465075,33319116,44036468,45880985,53365609,17114,10341,6773,8095,8349,6,895,2926,4156,3942,4518
20251,강동구,암사2동,치킨전문점,175768497,118549877,57218620,615667,10676789,24488728,53782261,49495012,36710040,5764,3848,1916,3413,2351,20,312,802,1673,1730,1227
20251,강동구,암사3동,치킨전문점,150919138,99600981,51318157,0,3324697,16337854,64728892,29658034,24337133,6763,4337,2426,3525,2864,0,192,776,2987,1356,1077
20251,강동구,천호1동,치킨전문점,701933178,455133793,246799385,736538,27347937,99653147,146327330,194927974,201997594,22966,15322,7644,14887,7680,28,1091,4405,5407,5337,6297
20251,강동구,천호2동,치킨전문점,240110017,154572257,85537760,851573,21698628,53057788,59940720,58739128,38289785,6425,4162,2263,3950,2331,33,576,1396,1546,1491,1236
20251,강동구,천호3동,치킨전문점,66741820,41339854,25401966,0,3427295,11808595,11028885,19342539,15025784,2758,1691,1067,1794,892,0,197,506,444,844,692
20251,강동구,성내1동,치킨전문점,21000000,14611906,6388094,0,985866,4295692,4775704,5349154,4403180,983,661,322,579,369,0,55,203,230,250,209
20251,강동구,성내2동,치킨전문점,326724238,196074546,130649692,2207719,33016118,66605669,69162160,99528701,49171029,8482,5181,3301,5116,3165,65,839,1827,2123,1801,1626
20251,강동구,성내3동,치킨전문점,322046406,200346001,121700405,2196976,38388736,67872685,76123047,75546645,52524308,11500,7417,4083,7330,3921,152,1341,2685,2587,2647,1834
20251,강동구,길동,치킨전문점,593474248,399341652,194132596,1511091,49226014,101910705,150331707,143426182,122862602,23576,15907,7669,15650,7459,94,1928,3951,5859,5569,5708
20251,강동구,둔촌2동,치킨전문점,143411781,114519659,28892122,0,3088101,20252355,33609518,37056600,31840427,4571,3516,1055,2736,1575,0,152,814,1122,1178,1045
20252,강북구,삼양동,치킨전문점,14214743,8857987,5356756,0,750180,1734791,4876172,3161306,3692294,598,362,236,398,200,0,35,71,212,116,164
20252,강북구,미아동,치킨전문점,133303457,91302217,42001240,256654,9510240,28827386,29386877,34415631,27567433,4908,3452,1456,2871,2008,23,371,1022,975,1279,1208
20252,강북구,송중동,치킨전문점,174187599,123340047,50847552,992631,27904168,30136210,43756374,44482161,24098754,5090,3635,1455,2838,2189,26,691,860,1066,1387,996
20252,강북구,송천동,치킨전문점,519623135,383564878,136058257,770636,21484596,77581451,133876985,156770300,124143941,16901,12031,4870,10880,5880,54,745,2058,4387,4715,4803
20252,강북구,삼각산동,치킨전문점,268510421,178408022,90102399,985599,16280643,39710404,95519275,71378569,33228517,7334,4868,2466,3903,3206,39,473,1163,2302,2016,1117
20252,강북구,번1동,치킨전문점,169598035,110447923,59150112,1735683,21099795,27670645,37333278,41757187,37345053,6302,4247,2055,3769,2488,75,724,1098,1292,1561,1507
20252,강북구,번3동,치킨전문점,109654959,73186618,36468341,274660,6179478,20170455,30799599,28919545,23311222,6134,4411,1723,3190,2944,39,488,1064,1702,1624,1217
20252,강북구,수유1동,치킨전문점,16892325,9348493,7543832,0,500969,1004868,2941362,5660072,6785054,768,456,312,493,275,0,30,47,164,234,293
20252,강북구,수유2동,치킨전문점,297498236,206346412,91151824,1727135,29111905,57999804,57174064,82737840,63703510,15571,10785,4786,8323,7164,127,1901,2816,2997,4302,3344
20252,강북구,수유3동,치킨전문점,538169956,384247028,153922928,2139010,60726696,109370392,118987720,147544272,92778593,16215,11265,4950,10296,5833,76,1754,3059,3414,4512,3314
20252,강북구,우이동,치킨전문점,170526680,99271939,71254741,1020970,9926580,24299176,32622841,52224592,40444582,5208,3265,1943,3163,1898,33,413,908,921,1454,1328
20252,강북구,인수동,치킨전문점,1611164,1133990,477174,0,95435,510857,16841,662430,325601,78,56,22,66,12,0,5,23,5,28,17
20252,강서구,염창동,치킨전문점,208536288,155674509,52861779,866206,11173356,32362167,57621992,49895180,31426612,6957,4982,1975,3993,2527,34,360,1202,1960,1702,1261
20252,강서구,등촌1동,치킨전문점,340227295,275789874,64437421,517113,23563651,73173656,63748252,69697479,37545058,8220,6541,1679,4213,2975,23,690,1862,1547,1846,1218
20252,강서구,등촌2동,치킨전문점,123485127,93423405,30061722,491928,12374191,17424662,28155991,47331437,17706918,4841,3496,1345,2665,2176,20,563,809,1136,1481,832
20252,강서구,등촌3동,치킨전문점,713372185,516890507,196481678,3775392,66103312,151478735,134136583,155499148,92703084,16910,11809,5101,9990,5718,158,1788,4047,3137,3832,2738
20252,강서구,화곡1동,치킨전문점,601461366,412682840,188778526,1889862,65388825,138150731,160749254,116135572,80674860,15526,10516,5010,9655,5325,71,1768,3822,3803,3070,2444
20252,강서구,화곡2동,치킨전문점,7205717,4313341,2892376,0,1454597,889574,823991,2852018,1185537,471,303,168,252,219,0,85,150,51,134,51
20252,강서구,화곡3동,치킨전문점,569328634,401088694,168239940,2755125,79399610,126398917,103988212,151437035,95629785,15703,11087,4616,9359,6168,99,2094,3294,2738,4214,3091
20252,강서구,화곡4동,치킨전문점,221334325,136507009,84827316,817852,14406637,31168642,50707059,66865847,51647136,10180,6271,3909,6273,3808,32,858,1619,2492,2515,2564
20252,강서구,화곡본동,치킨전문점,201126677,149868868,51257809,253810,13296170,35924150,58598311,52085693,36898542,12576,9489,3087,7168,5332,26,932,2370,3090,3618,2462
20252,강서구,화곡6동,치킨전문점,450940038,303359614,147580424,1547018,33558322,103319973,130892352,102362540,57642303,13211,8834,4377,8429,4238,35,1032,2946,3433,3127,2092
20252,강서구,화곡8동,치킨전문점,74079891,50181349,23898542,0,4470243,15618595,16914234,19765481,15379779,2864,1838,1026,1565,1260,0,194,674,635,690,631
20252,강서구,가양1동,치킨전문점,114568929,90339021,24229908,213307,11853931,21064363,18720659,22479060,19052744,2756,2073,683,1560,897,8,353,513,523,497,559
20252,강서구,가양3동,치킨전문점,132148008,98963167,33184841,492550,7967431,30520910,24183437,27048662,29687230,4919,3615,1304,3048,1712,23,360,1133,798,1090,1357
20252,강서구,발산1동,치킨전문점,307577228,214161525,93415703,2486283,13293973,39199074,91952773,82990609,59104658,17905,12551,5354,9342,7974,164,822,2181,5317,5020,3814
20252,강서구,우장산동,치킨전문점,77430212,55730935,21699277,226004,10605415,17667363,11892324,19946865,17092241,2974,2019,955,2004,970,6,375,610,576,673,734
20252,강서구,공항동,치킨전문점,356778577,290038436,66740141,578949,31840179,98546758,60119979,61775738,51143441,7680,5949,1731,4694,2314,28,786,2053,1477,1428,1238
20252,강서구,방화1동,치킨전문점,665632612,456125680,209506932,1780260,35432548,89294859,163943492,174166642,167069205,29276,19636,9640,16674,11922,90,1557,4122,6614,7430,8783
20252,강서구,방화2동,치킨전문점,178291504,118994041,59297463,0,7300589,21877979,32263564,50614290,49161783,7383,4796,2587,3701,3183,0,371,1092,1414,2002,2006
20252,강서구,방화3동,치킨전문점,186152925,123997353,62155572,1799971,11503051,23811258,40060351,46600325,52011447,7208,4728,2480,3831,3123,156,603,1056,1333,1714,2091
20252,강남구,신사동,치킨전문점,601287460,450775668,150511792,2078413,68185286,166576239,119854260,93353492,51215399,11266,8270,2996,5784,4070,86,1581,2974,2226,1967,1022
20252,강남구,논현1동,치킨전문점,547515846,428841176,118674670,989962,83373354,181580590,82308395,60136260,35470259,14181,11192,2989,7646,4434,45,2164,4443,2480,1715,1232
20252,강남구,논현2동,치킨전문점,836927181,723992605,112934576,2844787,75344255,146478105,143477944,107533980,61614213,17761,15901,1860,10157,3397,74,1593,3394,4054,2989,1444
20252,강남구,압구정동,치킨전문점,360441297,266446476,93994821,882391,31906402,82542758,58161272,70057191,35145860,5711,4207,1504,2991,1693,54,568,1338,968,1125,630
20252,강남구,청담동,치킨전문점,477719736,372579267,105140469,189703,25392626,78331159,90004952,96416888,92218764,10228,7562,2666,5148,3515,18,625,1674,2043,2161,2148
20252,강남구,삼성1동,치킨전문점,692578158,648899826,43678332,0,30514927,139260678,120224927,109296503,23632504,9389,8736,653,4200,2186,0,492,2014,1747,1699,439
20252,강남구,삼성2동,치킨전문점,453215811,353775013,99440798,5006730,52542677,84813910,84227762,78049867,34797598,11816,9414,2402,5388,3757,208,1327,2257,2086,2440,823
20252,강남구,대치1동,치킨전문점,309424704,224032481,85392223,2700328,12228536,15834922,113399401,82517949,26534681,6857,4783,2074,3155,2823,146,286,290,2684,1880,691
20252,강남구,대치2동,치킨전문점,989078217,769543200,219535017,14900587,52077846,127413654,278950326,202347016,81558877,21870,15855,6015,11392,7493,786,1081,2729,6452,5644,2199
20252,강남구,대치4동,치킨전문점,993555462,768725848,224829614,17659912,81551616,138439668,221615204,205587407,93896098,20898,15591,5307,10689,7043,745,2007,3019,4884,5057,2028
20252,강남구,역삼1동,치킨전문점,2647663131,2167458175,480204956,11572224,285107784,591325486,449153531,398767769,186144952,57053,46340,10713,30338,16083,668,8067,13466,10090,9113,5016
20252,강남구,역삼2동,치킨전문점,556071521,494976728,61094793,463560,24515363,87789962,122813622,86390069,23706513,10737,9608,1129,5275,3386,22,853,2360,2899,1966,562
20252,강남구,도곡1동,치킨전문점,46760301,40549824,6210477,1561535,2437053,4745638,21543493,8974892,4352513,6970,6424,546,2722,4108,361,368,807,3551,1079,664
20252,강남구,도곡2동,치킨전문점,185066786,148069076,36997710,1036285,13958212,44190001,30508478,28259558,18296175,3589,2789,800,1894,989,20,308,749,617,727,465
20252,강남구,개포2동,치킨전문점,133880294,85537009,48343285,1226046,11162537,15321740,29190129,38848581,27314825,6948,4363,2585,3974,2629,82,783,1010,1501,1906,1320
20252,강남구,개포4동,치킨전문점,312680743,209676720,103004023,3930884,14944575,53144686,78802205,79384143,56439623,10707,7214,3493,6356,3839,173,609,1710,2461,2882,2363
20252,강남구,세곡동,치킨전문점,373990794,280222421,93768373,1217472,17038898,52804120,104258801,86786270,52591600,11258,8220,3038,6422,3761,60,597,1735,3235,2720,1835
20252,강남구,일원본동,치킨전문점,23912577,18033392,5879185,0,1109044,5504475,4348655,5455184,4578009,925,639,286,528,327,0,55,100,226,276,196
20252,강남구,일원1동,치킨전문점,465331265,320173705,145157560,4343041,30372913,87331097,102930864,124865735,72347719,16337,11181,5156,9541,5543,248,1304,2954,3774,4098,2709
20252,강남구,수서동,치킨전문점,248795101,188557245,60237856,211284,13179008,39052292,55577744,52541061,52099787,5910,4339,1571,3582,1741,7,355,980,1260,1189,1535
20252,강동구,강일동,치킨전문점,168725254,111281610,57443644,1259369,15949499,32066810,42300510,41818620,26801068,4933,3213,1720,3031,1733,52,522,1023,1114,1175,874
20252,강동구,상일동,치킨전문점,93133614,60249611,32884003,0,3220379,13775170,32770992,21346359,12046159,2321,1436,885,1346,739,0,109,262,760,531,424
20252,강동구,명일1동,치킨전문점,385298459,260480266,124818193,3153452,28370777,57124652,91256709,102157863,72175807,11444,7681,3763,6817,4267,150,986,1785,2578,3260,2326
20252,강동구,명일2동,치킨전문점,155640074,122997079,32642995,731294,11855180,14053993,43116439,42158690,29327355,2831,2193,638,1492,1136,27,250,290,834,912,316
20252,강동구,고덕1동,치킨전문점,15189366,11024317,4165049,0,276870,2279564,5667749,3512450,2016809,651,467,184,424,185,0,22,82,272,152,82
20252,강동구,고덕2동,치킨전문점,582256606,389247990,193008616,1795025,33200044,102437541,160327831,141278934,99428517,16105,10355,5750,9618,5754,75,1035,2934,4381,4038,2910
20252,강동구,암사1동,치킨전문점,227436274,142755992,84680282,268437,8438312,43517396,41976813,57897773,51598472,17998,10935,7063,9777,7749,36,921,4163,3589,4437,4379
20252,강동구,암사2동,치킨전문점,210801142,154619406,56181736,317693,8023884,34365196,56246390,57208167,41088672,6397,4582,1815,3626,2432,20,239,985,1815,1641,1359
20252,강동구,암사3동,치킨전문점,144803095,92679662,52123433,117710,5255384,14201330,58600603,28151902,24254100,6524,4242,2282,3261,2810,10,293,725,2731,1279,1031
20252,강동구,천호1동,치킨전문점,880084260,698397105,181687155,1873621,36710823,136792362,115716900,181770147,373688196,24096,17247,6849,14755,9111,72,1344,4871,4614,5783,7182
20252,강동구,천호2동,치킨전문점,289058572,184599066,104459506,750401,22089480,52450242,71736312,82468394,47254036,7551,4671,2880,4566,2692,29,587,1336,1804,2021,1478
20252,강동구,천호3동,치킨전문점,115143746,77561904,37581842,363551,10359781,23853944,21614098,25898446,26229042,5153,3532,1621,3270,1775,11,572,1255,1036,1134,1035
20252,강동구,성내1동,치킨전문점,21000000,14461244,6538756,0,811441,3534746,5263799,4650203,5252514,932,660,272,598,302,0,42,183,217,214,242
20252,강동구,성내2동,치킨전문점,477484056,371173455,106310601,1654618,81616759,85349181,69490738,88255181,144807052,8664,5898,2766,5365,3148,52,958,2049,1934,2000,1518
20252,강동구,성내3동,치킨전문점,366445881,245441193,121004688,1466050,31407236,76250391,80780801,82245414,72974501,12182,8270,3912,7520,4222,106,1383,2614,2652,2734,2255
20252,강동구,길동,치킨전문점,714689932,478930255,235759677,2073911,59367678,125314040,156870772,166929185,156566793,26982,17885,9097,17580,8632,109,2624,4617,5628,6428,6803
20252,강동구,둔촌2동,치킨전문점,171894896,127966887,43928009,0,8707310,24539264,36301901,46309884,35740273,5789,4137,1652,3765,1682,0,376,838,1255,1509,1465
20253,강북구,삼양동,치킨전문점,18338390,11850503,6487887,0,638826,1230764,4829285,5802175,3481306,668,421,247,480,152,0,24,35,199,234,141
20253,강북구,미아동,치킨전문점,154911478,103935650,50975828,678006,14550756,23402466,43397538,38400337,32615313,5247,3501,1746,3245,1934,40,532,804,1299,1443,1063
20253,강북구,송중동,치킨전문점,166284677,116659779,49624898,1635511,23627092,32198504,40317988,39119612,25097263,4867,3380,1487,2696,2111,54,652,831,1120,1253,896
20253,강북구,송천동,치킨전문점,487200374,326172135,161028239,1576795,17195503,50927451,106267852,161242791,147823289,15789,10500,5289,10335,5406,97,635,1475,3332,4884,5319
20253,강북구,삼각산동,치킨전문점,252761840,168848669,83913171,1546781,15348514,41523437,91382433,66849864,29493738,6842,4537,2305,3942,2777,49,463,1226,2281,1775,926
20253,강북구,번1동,치킨전문점,187852084,123700740,64151344,838229,21056611,29664476,43006141,49566025,40569240,6657,4409,2248,3639,2982,43,735,1083,1365,1786,1610
20253,강북구,번3동,치킨전문점,135591411,94754090,40837321,595498,10753912,24387483,31571141,33933672,32905923,6601,4895,1706,3338,3195,32,524,1146,1626,1647,1558
20253,강북구,수유1동,치킨전문점,13687294,9067246,4620048,0,114256,1696263,3773381,1860323,6243071,657,434,223,458,199,0,12,99,159,123,264
20253,강북구,수유2동,치킨전문점,354037880,258479596,95558284,1562179,23929661,85401216,82509880,93585300,64610944,13824,9976,3848,7840,5953,74,1165,2979,2870,3940,2767
20253,강북구,수유3동,치킨전문점,509919075,351000396,158918679,2160148,49476283,98297100,110119940,136094625,99480715,14963,10267,4696,9170,5625,112,1448,2606,3120,4179,3332
20253,강북구,우이동,치킨전문점,175338578,92587806,82750772,485757,11379106,25730588,31168348,53181920,48283729,5875,3383,2492,3689,2096,22,411,1052,994,1700,1607
20253,강북구,인수동,치킨전문점,2689016,1684143,1004873,0,123504,1392225,0,269463,903824,146,96,50,107,39,0,6,77,0,12,51
20253,강서구,염창동,치킨전문점,230766787,167470992,63295795,371587,12356933,30713102,69166510,53892964,34768175,7581,5266,2315,4249,2867,27,402,1139,2267,1848,1434
20253,강서구,등촌1동,치킨전문점,363303988,302119674,61184314,0,29482018,68602850,77988699,72594870,37145905,8786,6998,1788,4732,2945,0,814,1847,1972,1864,1187
20253,강서구,등촌2동,치킨전문점,112075882,75638020,36437862,593768,6740406,16959707,26068813,34404182,20626105,4628,3085,1543,2460,1974,36,297,832,997,1371,900
20253,강서구,등촌3동,치킨전문점,773459758,584995175,188464583,1880384,79214114,135190048,146456131,166398955,109806606,16953,12033,4920,9845,5789,105,2306,3428,2907,3704,3183
20253,강서구,화곡1동,치킨전문점,589455445,389518214,199937231,529505,76136742,144969937,156604322,130779095,66673390,16049,10532,5517,9940,5946,22,2142,3694,4321,3623,2082
20253,강서구,화곡2동,치킨전문점,23567401,12428530,11138871,0,4089062,3822844,5215372,5173362,4829541,1014,495,519,482,516,0,209,152,255,208,173
20253,강서구,화곡3동,치킨전문점,546592382,385764745,160827637,794900,78445961,118354561,105764298,140983884,89125954,14225,10135,4090,8159,5871,29,1932,2912,2597,3885,2673
20253,강서구,화곡4동,치킨전문점,244623834,155634123,88989711,93193,13600144,31163052,50926648,72637123,57345609,10320,6185,4135,6339,3816,4,756,1632,2156,2721,2888
20253,강서구,화곡본동,치킨전문점,180963911,136736431,44227480,172663,17248779,34691469,35411664,48503607,32247826,10595,7953,2642,6107,4366,10,1008,2277,2076,3034,2064
20253,강서구,화곡6동,치킨전문점,464257284,309921371,154335913,1555868,39871299,103916200,124079848,103398620,65856525,13590,9071,4519,8762,4244,41,1185,2852,3688,2893,2347
20253,강서구,화곡8동,치킨전문점,57409178,44846323,12562855,668233,4753762,9955108,14745548,14387755,11851240,2446,1850,596,1358,1057,14,246,559,574,519,502
20253,강서구,가양1동,치킨전문점,179173844,141498249,37675595,85251,15578835,28162079,39885568,35999793,36192634,4214,3296,918,2327,1533,7,348,736,932,949,893
20253,강서구,가양3동,치킨전문점,139987848,106115070,33872778,512919,10044550,29469882,25184834,28712256,30519580,5102,3841,1261,2887,1954,24,454,1162,837,1060,1304
20253,강서구,발산1동,치킨전문점,150072240,107879283,42192957,1442978,10789738,21782077,35886232,36401398,22345221,4822,3298,1524,2626,1826,73,445,721,1189,1221,803
20253,강서구,우장산동,치킨전문점,80362157,59824427,20537730,890863,7785267,20404591,15815175,20345921,13780353,3036,2137,899,2108,909,56,293,711,670,669,617
20253,강서구,공항동,치킨전문점,306324269,241864272,64459997,649985,34409438,72643806,64631202,57858793,40933725,7441,5559,1882,4423,2533,30,897,1828,1565,1467,1171
20253,강서구,방화1동,치킨전문점,580211519,410844698,169366821,2533174,40711867,81590879,120153524,149122461,122069560,19412,13443,5969,11171,7540,119,1450,3118,3953,4917,5155
20253,강서구,방화2동,치킨전문점,274580943,189964956,84615987,3401617,18983570,48132316,49893380,67494148,53937864,10761,7402,3359,5755,4503,124,843,1955,2226,2867,2244
20253,강서구,방화3동,치킨전문점,170471980,106756351,63715629,1848851,12593656,24327127,30122901,45693199,51608026,7283,4572,2711,3796,3417,153,566,1108,1332,1713,2343
