"분기","시군구명","행정동명","브랜드","점포수"
"2023Q1","강남구","개포2동","60계치킨","1"
"2023Q1","강남구","개포2동","BBQ","1"
"2023Q1","강남구","개포2동","가마치통닭대모산역점","1"
"2023Q1","강남구","개포2동","교촌치킨","1"
"2023Q1","강남구","개포2동","구구치킨","1"
"2023Q1","강남구","개포2동","깐부치킨","1"
"2023Q1","강남구","개포2동","꾸엇닭","1"
"2023Q1","강남구","개포2동","맛초화닭디에이치자이","1"
"2023Q1","강남구","개포2동","바른치킨","1"
"2023Q1","강남구","개포2동","쌀통닭개포역점","1"
"2023Q1","강남구","개포3동","소보루치킨","1"
"2023Q1","강남구","개포4동","BBQ","1"
"2023Q1","강남구","개포4동","BHC","1"
"2023Q1","강남구","개포4동","교촌치킨","1"
"2023Q1","강남구","개포4동","굽네치킨","1"
"2023Q1","강남구","개포4동","깐부치킨","2"
"2023Q1","강남구","개포4동","오븐데이","1"
"2023Q1","강남구","개포4동","치킨이맛있는집","1"
"2023Q1","강남구","개포4동","페리카나","1"
"2023Q1","강남구","개포4동","호식이두마리치킨","1"
"2023Q1","강남구","논현1동","60계치킨","1"
"2023Q1","강남구","논현1동","BHC","1"
"2023Q1","강남구","논현1동","교촌치킨","1"
"2023Q1","강남구","논현1동","굽네치킨","1"
"2023Q1","강남구","논현1동","깐부치킨","1"
"2023Q1","강남구","논현1동","꾸부라꼬숯불두마리치킨","1"
"2023Q1","강남구","논현1동","노랑통닭","1"
"2023Q1","강남구","논현1동","다인맛집","1"
"2023Q1","강남구","논현1동","달봉이치킨","1"
"2023Q1","강남구","논현1동","동해종합어시장","1"
"2023Q1","강남구","논현1동","또래오래","1"
"2023Q1","강남구","논현1동","막뚱이치킨","1"
"2023Q1","강남구","논현1동","매불닭발","1"
"2023Q1","강남구","논현1동","멕시칸치킨","1"
"2023Q1","강남구","논현1동","미트맨","1"
"2023Q1","강남구","논현1동","비건강남지점","1"
"2023Q1","강남구","논현1동","영동옛날통닭","1"
"2023Q1","강남구","논현1동","요리잘하는닭","1"
"2023Q1","강남구","논현1동","찌웅이네숯불두마리치킨","1"
"2023Q1","강남구","논현1동","차칸치킨&피자","1"
"2023Q1","강남구","논현1동","처갓집양념치킨","1"
"2023Q1","강남구","논현1동","통삼집","1"
"2023Q1","강남구","논현1동","페리카나","1"
"2023Q1","강남구","논현1동","프랑킨숯불양념구이치킨","1"
"2023Q1","강남구","논현1동","플람므","1"
"2023Q1","강남구","논현2동","BBQ","3"
"2023Q1","강남구","논현2동","갓튀김닭","1"
"2023Q1","강남구","논현2동","굽네치킨","1"
"2023Q1","강남구","논현2동","김군네통닭집","1"
"2023Q1","강남구","논현2동","깐부치킨","2"
"2023Q1","강남구","논현2동","닭장수和후라이드","1"
"2023Q1","강남구","논현2동","더모모야","1"
"2023Q1","강남구","논현2동","동연디앤아이","1"
"2023Q1","강남구","논현2동","로보아르테롸버트치킨점","1"
"2023Q1","강남구","논현2동","본스치킨","1"
"2023Q1","강남구","논현2동","부어치킨","1"
"2023Q1","강남구","논현2동","비트엔터테인먼트","1"
"2023Q1","강남구","논현2동","오케이치킨&피자","1"
"2023Q1","강남구","논현2동","이래리","1"
"2023Q1","강남구","논현2동","지코바치킨","1"
"2023Q1","강남구","논현2동","치킨더비학동역점","1"
"2023Q1","강남구","논현2동","칙스탑","1"
"2023Q1","강남구","논현2동","페리카나","1"
"2023Q1","강남구","논현2동","푸라닭","1"
"2023Q1","강남구","논현2동","헬로우치킨","1"
"2023Q1","강남구","논현2동","호식이두마리치킨","1"
"2023Q1","강남구","대치1동","60계치킨","1"
"2023Q1","강남구","대치1동","굽네치킨","1"
"2023Q1","강남구","대치1동","치킨","1"
"2023Q1","강남구","대치1동","페리카나","1"
"2023Q1","강남구","대치2동","BHC","1"
"2023Q1","강남구","대치2동","가마로강정","1"
"2023Q1","강남구","대치2동","계동치킨","1"
"2023Q1","강남구","대치2동","교촌치킨","1"
"2023Q1","강남구","대치2동","굽네치킨","1"
"2023Q1","강남구","대치2동","깐부치킨","2"
"2023Q1","강남구","대치2동","더제이제이","1"
"2023Q1","강남구","대치2동","둘둘치킨","1"
"2023Q1","강남구","대치2동","또래오래","2"
"2023Q1","강남구","대치2동","미미치킨","1"
"2023Q1","강남구","대치2동","바레나의꿈","1"
"2023Q1","강남구","대치2동","브라운치킨","1"
"2023Q1","강남구","대치2동","수셰프치킨","1"
"2023Q1","강남구","대치2동","자담치킨","1"
"2023Q1","강남구","대치2동","치킨뱅이","1"
"2023Q1","강남구","대치2동","핫썬치킨","1"
"2023Q1","강남구","대치4동","BBQ","1"
"2023Q1","강남구","대치4동","BHC","1"
"2023Q1","강남구","대치4동","가마로강정","1"
"2023Q1","강남구","대치4동","감탄계숯불치킨","1"
"2023Q1","강남구","대치4동","교촌치킨","1"
"2023Q1","강남구","대치4동","깐부치킨","3"
"2023Q1","강남구","대치4동","네네치킨","1"
"2023Q1","강남구","대치4동","누구나홀딱반한닭","1"
"2023Q1","강남구","대치4동","둘둘치킨","1"
"2023Q1","강남구","대치4동","멕시칸치킨","1"
"2023Q1","강남구","대치4동","바른치킨","1"
"2023Q1","강남구","대치4동","엠푸드","1"
"2023Q1","강남구","대치4동","옛날통닭","1"
"2023Q1","강남구","대치4동","오늘닭강정","1"
"2023Q1","강남구","대치4동","유썸","1"
"2023Q1","강남구","대치4동","지코바치킨","1"
"2023Q1","강남구","대치4동","찌웅이네숯불두마리치킨강남","1"
"2023Q1","강남구","대치4동","처갓집양념치킨","1"
"2023Q1","강남구","대치4동","페리카나","1"
"2023Q1","강남구","대치4동","푸라닭","1"
"2023Q1","강남구","대치4동","호세야","1"
"2023Q1","강남구","대치4동","호치킨","1"
"2023Q1","강남구","대치4동","후라이드참잘하는집","1"
"2023Q1","강남구","도곡1동","BBQ","1"
"2023Q1","강남구","도곡1동","BHC","1"
"2023Q1","강남구","도곡1동","굼터","1"
"2023Q1","강남구","도곡1동","꿍닭꿍닭","1"
"2023Q1","강남구","도곡1동","네네치킨","1"
"2023Q1","강남구","도곡1동","누구나홀딱반한닭","1"
"2023Q1","강남구","도곡1동","또봉이통닭","1"
"2023Q1","강남구","도곡2동","감탄계숯불치킨","1"
"2023Q1","강남구","도곡2동","교촌치킨","1"
"2023Q1","강남구","도곡2동","굽네치킨","1"
"2023Q1","강남구","도곡2동","매드후라이치킨","1"
"2023Q1","강남구","도곡2동","바른치킨","1"
"2023Q1","강남구","도곡2동","이수통닭","1"
"2023Q1","강남구","삼성1동","BHC","1"
"2023Q1","강남구","삼성1동","깐부치킨","1"
"2023Q1","강남구","삼성1동","문어앤치킨","1"
"2023Q1","강남구","삼성1동","미초","1"
"2023Q1","강남구","삼성1동","부어치킨","1"
"2023Q1","강남구","삼성1동","삼성동치킨","1"
"2023Q1","강남구","삼성1동","샐러드박스대웅제약점","1"
"2023Q1","강남구","삼성1동","조안","1"
"2023Q1","강남구","삼성1동","치킨뱅이","1"
"2023Q1","강남구","삼성1동","치킨잇수다","1"
"2023Q1","강남구","삼성1동","페리카나","1"
"2023Q1","강남구","삼성1동","푸세울닭","1"
"2023Q1","강남구","삼성2동","BBQ","1"
"2023Q1","강남구","삼성2동","BHC","1"
"2023Q1","강남구","삼성2동","교촌치킨","1"
"2023Q1","강남구","삼성2동","굽네치킨","1"
"2023Q1","강남구","삼성2동","깐부치킨","2"
"2023Q1","강남구","삼성2동","둘둘치킨","1"
"2023Q1","강남구","삼성2동","바른치킨","1"
"2023Q1","강남구","삼성2동","임정라인","1"
"2023Q1","강남구","삼성2동","지코바치킨","1"
"2023Q1","강남구","삼성2동","치킨매니아","1"
"2023Q1","강남구","삼성2동","치킨뱅이","1"
"2023Q1","강남구","삼성2동","퓨처키친","1"
"2023Q1","강남구","삼성2동","호치킨","1"
"2023Q1","강남구","세곡동","60계치킨","1"
"2023Q1","강남구","세곡동","BBQ","1"
"2023Q1","강남구","세곡동","BHC","1"
"2023Q1","강남구","세곡동","교촌치킨","1"
"2023Q1","강남구","세곡동","굽네치킨","1"
"2023Q1","강남구","세곡동","깐부치킨","1"
"2023Q1","강남구","세곡동","노랑통닭","1"
"2023Q1","강남구","세곡동","닭장수후라이드강남세곡점","1"
"2023Q1","강남구","세곡동","멕시카나치킨","1"
"2023Q1","강남구","세곡동","바른치킨","1"
"2023Q1","강남구","세곡동","부어치킨","1"
"2023Q1","강남구","세곡동","썬더치킨","1"
"2023Q1","강남구","세곡동","잉카바베큐","1"
"2023Q1","강남구","세곡동","지코바치킨","1"
"2023Q1","강남구","세곡동","처갓집양념치킨","1"
"2023Q1","강남구","세곡동","카우보이","1"
"2023Q1","강남구","세곡동","페리카나","1"
"2023Q1","강남구","세곡동","푸라닭","1"
"2023Q1","강남구","세곡동","호식이두마리치킨","1"
"2023Q1","강남구","수서동","BBQ","1"
"2023Q1","강남구","수서동","깐부치킨","1"
"2023Q1","강남구","수서동","멕시카나치킨","1"
"2023Q1","강남구","수서동","박군치킨수서점","1"
"2023Q1","강남구","수서동","영계소문옛날통닭수서점","1"
"2023Q1","강남구","수서동","처갓집양념치킨","1"
"2023Q1","강남구","신사동","BBQ","1"
"2023Q1","강남구","신사동","BHC","1"
"2023Q1","강남구","신사동","가마치통닭","1"
"2023Q1","강남구","신사동","계인전보타니카","1"
"2023Q1","강남구","신사동","깐부치킨","2"
"2023Q1","강남구","신사동","꼬끄더그릴","1"
"2023Q1","강남구","신사동","네네치킨","1"
"2023Q1","강남구","신사동","브로스호스피탈리티그룹","1"
"2023Q1","강남구","신사동","서사라","1"
"2023Q1","강남구","신사동","신사전","1"
"2023Q1","강남구","신사동","원해분식","1"
"2023Q1","강남구","신사동","윤희앤컴퍼니","1"
"2023Q1","강남구","신사동","치킨뱅이","1"
"2023Q1","강남구","신사동","캘리포니아치킨","1"
"2023Q1","강남구","신사동","태공치킨","1"
"2023Q1","강남구","압구정동","60계치킨","1"
"2023Q1","강남구","압구정동","678치킨앤버거","1"
"2023Q1","강남구","압구정동","BBQ","1"
"2023Q1","강남구","압구정동","BHC","1"
"2023Q1","강남구","압구정동","교촌치킨","1"
"2023Q1","강남구","압구정동","깐부치킨","1"
"2023Q1","강남구","압구정동","노랑통닭","1"
"2023Q1","강남구","압구정동","오베로","1"
"2023Q1","강남구","압구정동","완강정","1"
"2023Q1","강남구","압구정동","인생식당","1"
"2023Q1","강남구","압구정동","인용","1"
"2023Q1","강남구","압구정동","일번지식당","1"
"2023Q1","강남구","압구정동","조스파이시치킨","1"
"2023Q1","강남구","압구정동","처갓집양념치킨","1"
"2023Q1","강남구","압구정동","푸라닭","1"
"2023Q1","강남구","역삼1동","BBQ","2"
"2023Q1","강남구","역삼1동","BHC","1"
"2023Q1","강남구","역삼1동","가마치통닭","1"
"2023Q1","강남구","역삼1동","강남치킨","1"
"2023Q1","강남구","역삼1동","강스타키친","1"
"2023Q1","강남구","역삼1동","교촌치킨","2"
"2023Q1","강남구","역삼1동","굽네치킨","1"
"2023Q1","강남구","역삼1동","깐부치킨","6"
"2023Q1","강남구","역삼1동","꼭그닭","1"
"2023Q1","강남구","역삼1동","나이티지","1"
"2023Q1","강남구","역삼1동","네네치킨","1"
"2023Q1","강남구","역삼1동","뉴욕","1"
"2023Q1","강남구","역삼1동","대왕통닭","1"
"2023Q1","강남구","역삼1동","돈치킨","1"
"2023Q1","강남구","역삼1동","둘둘치킨","1"
"2023Q1","강남구","역삼1동","또봉이통닭","1"
"2023Q1","강남구","역삼1동","로보아르테롸버트치킨","1"
"2023Q1","강남구","역삼1동","매드후라이치킨","1"
"2023Q1","강남구","역삼1동","반월당닭강정","1"
"2023Q1","강남구","역삼1동","별컵맥주","1"
"2023Q1","강남구","역삼1동","보드람치킨","1"
"2023Q1","강남구","역삼1동","부어치킨","1"
"2023Q1","강남구","역삼1동","뷰스","1"
"2023Q1","강남구","역삼1동","비비앤","1"
"2023Q1","강남구","역삼1동","산골옛날통닭","1"
"2023Q1","강남구","역삼1동","수준이다른치킨","1"
"2023Q1","강남구","역삼1동","순살만공격강남","1"
"2023Q1","강남구","역삼1동","쌀쌀맞은닭","1"
"2023Q1","강남구","역삼1동","아이러브펍","1"
"2023Q1","강남구","역삼1동","오븐에빠진닭","1"
"2023Q1","강남구","역삼1동","윙스탑","1"
"2023Q1","강남구","역삼1동","육품88","1"
"2023Q1","강남구","역삼1동","음마","1"
"2023Q1","강남구","역삼1동","이케이푸드","1"
"2023Q1","강남구","역삼1동","지코바치킨","1"
"2023Q1","강남구","역삼1동","진담푸드강남역1호점꼬꼬아찌","1"
"2023Q1","강남구","역삼1동","청년치킨","1"
"2023Q1","강남구","역삼1동","치킨공식","1"
"2023Q1","강남구","역삼1동","칸나닭집","1"
"2023Q1","강남구","역삼1동","케그샵프리미엄수제맥주&전통주셀렉샵","1"
"2023Q1","강남구","역삼1동","큐큐치킨","1"
"2023Q1","강남구","역삼1동","통닭왕강남","1"
"2023Q1","강남구","역삼1동","파리크라상쉐이크쉑강남","1"
"2023Q1","강남구","역삼1동","푸라닭","1"
"2023Q1","강남구","역삼1동","한앤둘치킨","1"
"2023Q1","강남구","역삼1동","현대치킨","1"
"2023Q1","강남구","역삼1동","후라이드참잘하는집","1"
"2023Q1","강남구","역삼2동","BHC","1"
"2023Q1","강남구","역삼2동","굽네치킨","1"
"2023Q1","강남구","역삼2동","깐부치킨","2"
"2023Q1","강남구","역삼2동","누구나홀닭반한닭","1"
"2023Q1","강남구","역삼2동","도담치킨","1"
"2023Q1","강남구","역삼2동","메이플","1"
"2023Q1","강남구","역삼2동","미담숯불바베큐","1"
"2023Q1","강남구","역삼2동","처갓집양념치킨","1"
"2023Q1","강남구","역삼2동","페리카나","1"
"2023Q1","강남구","역삼2동","훌랄라치킨","1"
"2023Q1","강남구","일원1동","BBQ","1"
"2023Q1","강남구","일원1동","BHC","1"
"2023Q1","강남구","일원1동","곡물치킨","1"
"2023Q1","강남구","일원1동","교촌치킨","1"
"2023Q1","강남구","일원1동","굽네치킨","1"
"2023Q1","강남구","일원1동","깐부치킨","1"
"2023Q1","강남구","일원1동","꼬꾸이누룽지통닭","1"
"2023Q1","강남구","일원1동","꾸브라꼬숯불두마리치킨","1"
"2023Q1","강남구","일원1동","미스터키친&오로지","1"
"2023Q1","강남구","일원1동","용천옛날통닭","1"
"2023Q1","강남구","일원1동","우리닭강정","1"
"2023Q1","강남구","일원1동","페리카나","1"
"2023Q1","강남구","일원1동","푸라닭","1"
"2023Q1","강남구","일원본동","BBQ","1"
"2023Q1","강남구","일원본동","BHC","1"
"2023Q1","강남구","일원본동","가마치통닭","1"
"2023Q1","강남구","일원본동","교촌치킨","1"
"2023Q1","강남구","청담동","고고에프앤디","1"
"2023Q1","강남구","청담동","교촌치킨","1"
"2023Q1","강남구","청담동","굽네치킨","1"
"2023Q1","강남구","청담동","깐부치킨","3"
"2023Q1","강남구","청담동","바른치킨","1"
"2023Q1","강남구","청담동","사또치킨","1"
"2023Q1","강남구","청담동","자담치킨","1"
"2023Q1","강남구","청담동","정스치킨","1"
"2023Q1","강동구","강일동","BBQ","1"
"2023Q1","강동구","강일동","BHC","2"
"2023Q1","강동구","강일동","교촌치킨","1"
"2023Q1","강동구","강일동","굽네치킨","1"
"2023Q1","강동구","강일동","네네치킨","1"
"2023Q1","강동구","강일동","레전드치킨","1"
"2023Q1","강동구","강일동","명가통닭강일점","1"
"2023Q1","강동구","강일동","쌀통닭강일점","1"
"2023Q1","강동구","강일동","지코바치킨","1"
"2023Q1","강동구","강일동","처갓집양념치킨","1"
"2023Q1","강동구","강일동","치킨마루강일점","1"
"2023Q1","강동구","강일동","호식이두마리치킨","1"
"2023Q1","강동구","고덕1동","교촌치킨","1"
"2023Q1","강동구","고덕1동","또봉이통닭고덕1동점","1"
"2023Q1","강동구","고덕1동","자담치킨","1"
"2023Q1","강동구","고덕1동","추닭집","1"
"2023Q1","강동구","고덕1동","치킨매니아","1"
"2023Q1","강동구","고덕1동","페리카나","1"
"2023Q1","강동구","고덕2동","60계치킨","1"
"2023Q1","강동구","고덕2동","BBQ","1"
"2023Q1","강동구","고덕2동","교촌치킨","1"
"2023Q1","강동구","고덕2동","굽네치킨","1"
"2023Q1","강동구","고덕2동","네네치킨","1"
"2023Q1","강동구","고덕2동","동네치맥","1"
"2023Q1","강동구","고덕2동","또래오래","1"
"2023Q1","강동구","고덕2동","와이제이푸드키친","1"
"2023Q1","강동구","고덕2동","처갓집양념치킨","1"
"2023Q1","강동구","고덕2동","콤미치킨","1"
"2023Q1","강동구","고덕2동","푸라닭","1"
"2023Q1","강동구","고덕2동","호치킨","1"
"2023Q1","강동구","고덕2동","후라이드참잘하는집후참","1"
"2023Q1","강동구","길동","2피자1치킨상회","1"
"2023Q1","강동구","길동","88켄터키치킨","1"
"2023Q1","강동구","길동","BBQ","1"
"2023Q1","강동구","길동","BHC","1"
"2023Q1","강동구","길동","가마로강정길동역점","1"
"2023Q1","강동구","길동","교촌치킨","2"
"2023Q1","강동구","길동","굽네치킨","1"
"2023Q1","강동구","길동","길동치킨맨","1"
"2023Q1","강동구","길동","꾸브라꼬숯불두마리치킨","1"
"2023Q1","강동구","길동","노랑통닭","1"
"2023Q1","강동구","길동","닭가대표","1"
"2023Q1","강동구","길동","닭강정과칭구들","1"
"2023Q1","강동구","길동","돈치킨","1"
"2023Q1","강동구","길동","맥시칸숯불바베큐","1"
"2023Q1","강동구","길동","명치킨","1"
"2023Q1","강동구","길동","브라운치킨","1"
"2023Q1","강동구","길동","수준이다른치킨강동","1"
"2023Q1","강동구","길동","순살만공격강동","1"
"2023Q1","강동구","길동","썬더치킨","1"
"2023Q1","강동구","길동","와구이닭","1"
"2023Q1","강동구","길동","의리치킨","1"
"2023Q1","강동구","길동","인생닭강정길동","1"
"2023Q1","강동구","길동","전원숯불바베큐","1"
"2023Q1","강동구","길동","지도리치킨","1"
"2023Q1","강동구","길동","찬앤찬치킨","1"
"2023Q1","강동구","길동","처갓집양념치킨","1"
"2023Q1","강동구","길동","청년치킨","1"
"2023Q1","강동구","길동","페리카나","1"
"2023Q1","강동구","길동","한국통닭","1"
"2023Q1","강동구","길동","호치킨","1"
"2023Q1","강동구","둔촌2동","1번지통닭","1"
"2023Q1","강동구","둔촌2동","BBQ","1"
"2023Q1","강동구","둔촌2동","가마로강정","1"
"2023Q1","강동구","둔촌2동","교촌치킨","1"
"2023Q1","강동구","둔촌2동","굽네치킨","1"
"2023Q1","강동구","둔촌2동","맛닭꼬보훈","1"
"2023Q1","강동구","둔촌2동","맥시칸치킨","1"
"2023Q1","강동구","둔촌2동","전서방네치킨","1"
"2023Q1","강동구","둔촌2동","지도리치킨","1"
"2023Q1","강동구","명일1동","BBQ","2"
"2023Q1","강동구","명일1동","BHC","1"
"2023Q1","강동구","명일1동","가마로강정명일역점","1"
"2023Q1","강동구","명일1동","교촌치킨","1"
"2023Q1","강동구","명일1동","굽네치킨","1"
"2023Q1","강동구","명일1동","노랑통닭","1"
"2023Q1","강동구","명일1동","둘둘치킨","1"
"2023Q1","강동구","명일1동","디디치킨","1"
"2023Q1","강동구","명일1동","레드캡","1"
"2023Q1","강동구","명일1동","명일닭강정","1"
"2023Q1","강동구","명일1동","스카이마늘치킨","1"
"2023Q1","강동구","명일1동","옛날통닭","1"
"2023Q1","강동구","명일1동","지도리치킨","1"
"2023Q1","강동구","명일1동","치킨더홈강동","1"
"2023Q1","강동구","명일1동","치킨매니아","1"
"2023Q1","강동구","명일1동","큰집닭강정","1"
"2023Q1","강동구","명일1동","푸라닭","1"
"2023Q1","강동구","명일1동","프라이드프라이드","1"
"2023Q1","강동구","명일1동","한방숯불바베큐","1"
"2023Q1","강동구","명일2동","김순례닭강정","1"
"2023Q1","강동구","명일2동","깐부치킨","1"
"2023Q1","강동구","명일2동","네네치킨","1"
"2023Q1","강동구","명일2동","닐리비스트로","1"
"2023Q1","강동구","명일2동","두레통닭","1"
"2023Q1","강동구","명일2동","지코바치킨","1"
"2023Q1","강동구","명일2동","페리카나","1"
"2023Q1","강동구","상일1동","BBQ","1"
"2023Q1","강동구","상일1동","BHC","1"
"2023Q1","강동구","상일1동","계열사","1"
"2023Q1","강동구","상일1동","교촌치킨","1"
"2023Q1","강동구","상일1동","굽네치킨","1"
"2023Q1","강동구","상일1동","김종구식맛치킨,옛날통닭","1"
"2023Q1","강동구","상일1동","두레통닭상일점","1"
"2023Q1","강동구","상일1동","옛날통닭","1"
"2023Q1","강동구","상일1동","오븐마루","1"
"2023Q1","강동구","상일1동","처갓집양념치킨","1"
"2023Q1","강동구","상일1동","페리카나","1"
"2023Q1","강동구","상일1동","훌랄라참숯바베큐상일","1"
"2023Q1","강동구","상일2동","옛날통닭","1"
"2023Q1","강동구","성내1동","마곡닭한마리강동","1"
"2023Q1","강동구","성내1동","명가통닭강동구청역점","1"
"2023Q1","강동구","성내1동","부어치킨","1"
"2023Q1","강동구","성내1동","오케이치킨","1"
"2023Q1","강동구","성내1동","페리카나","1"
"2023Q1","강동구","성내2동","BHC","1"
"2023Q1","강동구","성내2동","교촌치킨","1"
"2023Q1","강동구","성내2동","나도람키친","1"
"2023Q1","강동구","성내2동","네네치킨","1"
"2023Q1","강동구","성내2동","대삼박이","1"
"2023Q1","강동구","성내2동","마라닭","1"
"2023Q1","강동구","성내2동","멕시칸치킨","1"
"2023Q1","강동구","성내2동","쉐프의생안심탕수육","1"
"2023Q1","강동구","성내2동","열불날개","1"
"2023Q1","강동구","성내2동","옛날산골통닭","1"
"2023Q1","강동구","성내2동","오크장작구이","1"
"2023Q1","강동구","성내2동","와바닭강정","1"
"2023Q1","강동구","성내2동","지도리치킨","1"
"2023Q1","강동구","성내2동","천하일미","1"
"2023Q1","강동구","성내2동","천호누룽지통닭구이","1"
"2023Q1","강동구","성내2동","호치킨","1"
"2023Q1","강동구","성내3동","60계치킨","1"
"2023Q1","강동구","성내3동","88캔터키치킨","1"
"2023Q1","강동구","성내3동","BBQ","2"
"2023Q1","강동구","성내3동","BHC","1"
"2023Q1","강동구","성내3동","가마로강정올림픽","1"
"2023Q1","강동구","성내3동","굽네치킨","1"
"2023Q1","강동구","성내3동","멕시카나치킨","1"
"2023Q1","강동구","성내3동","바른맥주성내","1"
"2023Q1","강동구","성내3동","바른치킨","1"
"2023Q1","강동구","성내3동","설빙둔촌역점","1"
"2023Q1","강동구","성내3동","예통옛날통닭","1"
"2023Q1","강동구","성내3동","옛날통닭","1"
"2023Q1","강동구","성내3동","와구이닭","1"
"2023Q1","강동구","성내3동","인디안바베큐","1"
"2023Q1","강동구","성내3동","인생닭강정둔촌","1"
"2023Q1","강동구","성내3동","자담치킨","1"
"2023Q1","강동구","성내3동","지코바치킨","1"
"2023Q1","강동구","성내3동","처갓집양념치킨","1"
"2023Q1","강동구","성내3동","치킨욜로","1"
"2023Q1","강동구","성내3동","치킨학교","1"
"2023Q1","강동구","성내3동","큰집닭강정","1"
"2023Q1","강동구","성내3동","푸라닭","1"
"2023Q1","강동구","성내3동","호식이두마리치킨","1"
"2023Q1","강동구","성내3동","호치킨","1"
"2023Q1","강동구","암사1동","굽네치킨","2"
"2023Q1","강동구","암사1동","귀리치킨","1"
"2023Q1","강동구","암사1동","네네치킨","1"
"2023Q1","강동구","암사1동","노랑통닭","1"
"2023Q1","강동구","암사1동","닭강정치킨","1"
"2023Q1","강동구","암사1동","두.부자통닭","1"
"2023Q1","강동구","암사1동","멕시카나치킨","1"
"2023Q1","강동구","암사1동","명가통닭","1"
"2023Q1","강동구","암사1동","세하니허브닭강정","1"
"2023Q1","강동구","암사1동","썬더치킨","1"
"2023Q1","강동구","암사1동","아이러브피자앤치킨강동","1"
"2023Q1","강동구","암사1동","암사닭강정","1"
"2023Q1","강동구","암사1동","옛날산골통닭","1"
"2023Q1","강동구","암사1동","자담치킨","1"
"2023Q1","강동구","암사1동","처갓집양념치킨","1"
"2023Q1","강동구","암사1동","추닭집","1"
"2023Q1","강동구","암사1동","케리홈치킨","1"
"2023Q1","강동구","암사1동","페리카나","1"
"2023Q1","강동구","암사1동","호식이두마리치킨","1"
"2023Q1","강동구","암사2동","60계치킨","1"
"2023Q1","강동구","암사2동","BBQ","1"
"2023Q1","강동구","암사2동","BHC","1"
"2023Q1","강동구","암사2동","교촌치킨","1"
"2023Q1","강동구","암사2동","국민통닭","1"
"2023Q1","강동구","암사2동","보드람치킨","1"
"2023Q1","강동구","암사3동","60계치킨","1"
"2023Q1","강동구","암사3동","BHC","1"
"2023Q1","강동구","암사3동","교촌치킨","1"
"2023Q1","강동구","암사3동","인생닭강정강동롯데","1"
"2023Q1","강동구","천호1동","BBQ","1"
"2023Q1","강동구","천호1동","BHC","1"
"2023Q1","강동구","천호1동","굽네치킨","1"
"2023Q1","강동구","천호1동","더기발한","1"
"2023Q1","강동구","천호1동","동근이숯불두마리치킨","1"
"2023Q1","강동구","천호1동","맥그릴치킨","1"
"2023Q1","강동구","천호1동","맥캔치킨","1"
"2023Q1","강동구","천호1동","멕시칸치킨","1"
"2023Q1","강동구","천호1동","밀키치킨우유에빠진닭명일역점","1"
"2023Q1","강동구","천호1동","옛날통닭","1"
"2023Q1","강동구","천호1동","오가도숯불바베큐치킨","1"
"2023Q1","강동구","천호1동","주니푸드","1"
"2023Q1","강동구","천호1동","지도리치킨","1"
"2023Q1","강동구","천호1동","지코바치킨","1"
"2023Q1","강동구","천호1동","쪽갈비에미치닭","1"
"2023Q1","강동구","천호1동","치킨플러스","1"
"2023Q1","강동구","천호1동","하림맥시칸","1"
"2023Q1","강동구","천호1동","호식이두마리치킨","1"
"2023Q1","강동구","천호1동","호치킨","1"
"2023Q1","강동구","천호1동","후라이드참잘하는집","1"
"2023Q1","강동구","천호2동","60계치킨","1"
"2023Q1","강동구","천호2동","BBQ","2"
"2023Q1","강동구","천호2동","BHC","2"
"2023Q1","강동구","천호2동","계림원누릉지통닭구이","1"
"2023Q1","강동구","천호2동","노랑통닭","1"
"2023Q1","강동구","천호2동","닭나라정","1"
"2023Q1","강동구","천호2동","닭에꼬치닭","1"
"2023Q1","강동구","천호2동","또래오래","1"
"2023Q1","강동구","천호2동","또봉이통닭","1"
"2023Q1","강동구","천호2동","맛닭꼬","1"
"2023Q1","강동구","천호2동","벨치킨","1"
"2023Q1","강동구","천호2동","봉구통닭","1"
"2023Q1","강동구","천호2동","알랑가치킨","1"
"2023Q1","강동구","천호2동","원래는치킨집을할려고했었다","1"
"2023Q1","강동구","천호2동","자담치킨","1"
"2023Q1","강동구","천호2동","전주한옥마을닭꼬치","1"
"2023Q1","강동구","천호2동","치킨뱅이","1"
"2023Q1","강동구","천호2동","치킨플러스","1"
"2023Q1","강동구","천호2동","페리카나","2"
"2023Q1","강동구","천호2동","푸라닭","1"
"2023Q1","강동구","천호2동","한국통닭","1"
"2023Q1","강동구","천호3동","BBQ","1"
"2023Q1","강동구","천호3동","BHC","1"
"2023Q1","강동구","천호3동","교촌치킨","1"
"2023Q1","강동구","천호3동","굽네치킨","1"
"2023Q1","강동구","천호3동","네네치킨","1"
"2023Q1","강동구","천호3동","똥구통닭","1"
"2023Q1","강동구","천호3동","똥찌비","1"
"2023Q1","강동구","천호3동","멕시카나치킨","1"
"2023Q1","강동구","천호3동","배통치킨서울천호","1"
"2023Q1","강동구","천호3동","양지치킨","1"
"2023Q1","강동구","천호3동","참좋은치킨","1"
"2023Q1","강동구","천호3동","치토스","1"
"2023Q1","강동구","천호3동","크~최고맛난치킨","1"
"2023Q1","강동구","천호3동","풍성한","1"
"2023Q1","강북구","미아동","1人1닭","1"
"2023Q1","강북구","미아동","BHC","1"
"2023Q1","강북구","미아동","가마치통닭수유","1"
"2023Q1","강북구","미아동","겉은바삭속은촉촉88켄터키","1"
