"기준_년분기_코드","자치구명","행정동_코드","행정동_코드_명","총_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","연령대_10_유동인구_비율","연령대_20_유동인구_비율","연령대_30_유동인구_비율","연령대_40_유동인구_비율","연령대_50_유동인구_비율","연령대_60_이상_유동인구_비율"
"2023Q2","강북구","11305534","삼양동","11095592","1746346","1310274","1334304","1651663","1812649","3240355","15.7391","11.809","12.0255","14.8858","16.3367","29.204"
"2023Q1","강동구","11740700","둔촌2동","7298615","1447355","815738","1019797","1134465","1089031","1792229","19.8305","11.1766","13.9725","15.5436","14.9211","24.5557"
"2023Q1","강동구","11740690","둔촌1동","8074","1598","798","1034","1343","1287","2014","19.7919","9.8836","12.8065","16.6336","15.9401","24.9443"
"2023Q1","강동구","11740685","길동","17266648","2502007","2135880","2679967","2719352","2683824","4545615","14.4904","12.37","15.5211","15.7492","15.5434","26.326"
"2023Q1","강동구","11740660","성내3동","6790011","937210","944898","1040932","1169463","1075253","1622255","13.8028","13.916","15.3303","17.2233","15.8358","23.8918"
"2023Q1","강동구","11740650","성내2동","8498919","1203234","1134555","1432436","1343554","1293814","2091327","14.1575","13.3494","16.8543","15.8085","15.2233","24.607"
"2023Q1","강동구","11740640","성내1동","6018792","1043127","700969","948453","1027017","928865","1370359","17.3312","11.6463","15.7582","17.0635","15.4327","22.768"
"2023Q1","강동구","11740620","천호3동","7592234","924596","1148155","1384065","1152978","1109016","1873424","12.1782","15.1228","18.23","15.1863","14.6072","24.6755"
"2023Q1","강동구","11740610","천호2동","11398465","1469681","1493664","2023932","1826664","1794879","2789644","12.8937","13.1041","17.7562","16.0255","15.7467","24.4739"
"2023Q1","강동구","11740600","천호1동","10126524","1707552","1149399","1542165","1587760","1529705","2609942","16.8622","11.3504","15.229","15.6792","15.1059","25.7733"
"2023Q1","강동구","11740590","암사3동","1427755","357002","127755","187370","257215","206150","292264","25.0044","8.948","13.1234","18.0153","14.4388","20.4702"
"2023Q1","강동구","11740580","암사2동","2553967","410552","287602","463298","431986","384677","575852","16.0751","11.261","18.1403","16.9143","15.0619","22.5474"
"2023Q1","강동구","11740570","암사1동","8523114","1447348","970792","1266867","1398676","1339683","2099747","16.9814","11.3901","14.8639","16.4104","15.7182","24.6359"
"2023Q1","강동구","11740560","고덕2동","2328314","472109","207552","342596","426411","329877","549767","20.2769","8.9143","14.7143","18.3142","14.1681","23.6122"
"2023Q1","강동구","11740550","고덕1동","3825786","1243150","290300","424129","672247","475134","720825","32.494","7.588","11.0861","17.5715","12.4193","18.8412"
"2023Q1","강동구","11740540","명일2동","2155497","602300","207839","210236","338336","297188","499599","27.9425","9.6423","9.7535","15.6964","13.7874","23.1779"
"2023Q1","강동구","11740530","명일1동","4941886","918834","520255","658811","806484","736402","1301101","18.5928","10.5275","13.3312","16.3194","14.9012","26.328"
"2023Q1","강동구","11740520","상일동","3418130","637617","309922","536025","653216","499547","781803","18.654","9.067","15.6818","19.1103","14.6146","22.8722"
"2023Q1","강동구","11740515","강일동","4512223","1115067","409984","597319","821772","583342","984739","24.7121","9.0861","13.2378","18.2121","12.928","21.8238"
"2023Q1","강남구","11680750","수서동","2211061","284923","213074","357548","388077","319093","648347","12.8863","9.6367","16.1709","17.5516","14.4317","29.3229"
"2023Q1","강남구","11680740","일원2동","1120456","254353","109912","156297","213510","165819","220565","22.7008","9.8096","13.9494","19.0556","14.7992","19.6853"
"2023Q1","강남구","11680730","일원1동","2864225","408262","390169","478230","464388","429924","693251","14.2538","13.6221","16.6967","16.2134","15.0101","24.2038"
"2023Q1","강남구","11680720","일원본동","2457499","651109","197169","264508","420972","357430","566311","26.4948","8.0232","10.7633","17.1301","14.5445","23.0442"
"2023Q1","강남구","11680700","세곡동","3458460","999433","308704","441521","587660","419430","701714","28.8982","8.9261","12.7664","16.992","12.1277","20.2898"
"2023Q1","강남구","11680690","개포4동","3459896","575879","429973","576108","601828","591402","684706","16.6444","12.4273","16.651","17.3944","17.0931","19.7898"
"2023Q1","강남구","11680670","개포2동","1744978","386097","169126","203563","314709","265227","406255","22.1262","9.6922","11.6656","18.0351","15.1994","23.2814"
"2023Q1","강남구","11680660","개포1동","786304","165070","62511","100462","147968","121981","188314","20.9932","7.95","12.7765","18.8182","15.5132","23.9493"
"2023Q1","강남구","11680656","도곡2동","3945565","877841","404315","520449","796352","614171","732439","22.2488","10.2473","13.1907","20.1835","15.5661","18.5636"
"2023Q1","강남구","11680655","도곡1동","6930543","1380332","808285","1124573","1299607","1001288","1316458","19.9167","11.6627","16.2263","18.7519","14.4475","18.995"
"2023Q1","강남구","11680650","역삼2동","12554185","2503763","1865053","2341233","2735301","1594514","1514322","19.9437","14.856","18.649","21.788","12.7011","12.0623"
"2023Q1","강남구","11680640","역삼1동","22048225","1490346","5330077","6131984","4342325","2468179","2285315","6.7595","24.1746","27.8117","19.6947","11.1945","10.3651"
"2023Q1","강남구","11680630","대치4동","10280579","2756402","1384942","1699513","2002470","1326809","1110443","26.8117","13.4714","16.5313","19.4782","12.906","10.8014"
"2023Q1","강남구","11680610","대치2동","6168629","1800195","733899","978305","1183869","753267","719094","29.1831","11.8973","15.8594","19.1918","12.2113","11.6573"
"2023Q1","강남구","11680600","대치1동","4893390","2021673","361825","352863","933996","592763","630270","41.3144","7.3942","7.211","19.0869","12.1135","12.88"
"2023Q1","강남구","11680590","삼성2동","9453179","1434558","1350741","1989901","2073968","1293182","1310830","15.1754","14.2887","21.0501","21.9394","13.6799","13.8666"
"2023Q1","강남구","11680580","삼성1동","4550357","527392","706445","1043385","988851","632380","651906","11.5901","15.525","22.9297","21.7313","13.8974","14.3265"
"2023Q1","강남구","11680565","청담동","9818338","1239450","1539762","2084741","1971560","1397152","1585672","12.6238","15.6825","21.2331","20.0804","14.23","16.1501"
"2023Q1","강남구","11680545","압구정동","8120610","1093324","1513318","1667081","1554094","1025814","1266980","13.4636","18.6355","20.529","19.1377","12.6322","15.602"
"2023Q1","강남구","11680531","논현2동","11257195","926009","2112606","2926646","2387896","1413155","1490884","8.2259","18.7667","25.998","21.2122","12.5533","13.2438"
"2023Q1","강남구","11680521","논현1동","10431527","644343","2461832","2752914","2035867","1206499","1330071","6.1769","23.5999","26.3903","19.5165","11.5659","12.7505"
"2023Q1","강남구","11680510","신사동","7192218","780389","1509263","1643640","1393822","895412","969692","10.8505","20.9847","22.853","19.3796","12.4497","13.4825"
"2023Q1","강서구","11500641","방화3동","2971376","467436","288545","493074","489920","421899","810502","15.7313","9.7108","16.5941","16.488","14.1988","27.277"
"2023Q1","강서구","11500640","방화2동","4516898","531554","651679","842183","696740","672740","1122002","11.7681","14.4276","18.6452","15.4252","14.8938","24.8401"
"2023Q1","강서구","11500630","방화1동","7675047","1416149","754006","1275324","1294381","1090856","1844330","18.4513","9.8241","16.6165","16.8648","14.213","24.0302"
"2023Q1","강서구","11500620","공항동","5557683","1096880","692646","987820","956439","707128","1116771","19.7363","12.4629","17.774","17.2093","12.7234","20.0942"
"2023Q1","강서구","11500615","우장산동","6417833","1346914","863738","931786","1136361","863360","1275671","20.9871","13.4584","14.5187","17.7063","13.4525","19.877"
"2023Q1","강서구","11500611","발산1동","5615584","1566461","645964","689616","960095","747168","1006280","27.8949","11.5031","12.2804","17.097","13.3053","17.9194"
"2023Q1","강서구","11500605","가양3동","1731282","161342","196140","416082","284349","237155","436216","9.3192","11.3292","24.0332","16.4242","13.6982","25.1961"
"2023Q1","강서구","11500604","가양2동","2019570","177302","198995","360943","279574","269939","732816","8.7792","9.8533","17.8723","13.8432","13.3662","36.2857"
"2023Q1","강서구","11500603","가양1동","3556253","437636","585602","831426","640035","480380","581174","12.3061","16.4668","23.3793","17.9975","13.508","16.3423"
"2023Q1","강서구","11500593","화곡8동","8066819","1279255","1178212","1378024","1354905","1096772","1779652","15.8582","14.6057","17.0826","16.796","13.5961","22.0614"
"2023Q1","강서구","11500591","화곡6동","5234536","627764","894806","1011451","838054","740069","1122392","11.9927","17.0943","19.3226","16.0101","14.1382","21.4421"
"2023Q1","강서구","11500590","화곡본동","8623475","1374828","1304917","1604385","1371367","1057497","1910482","15.9429","15.1321","18.6049","15.9027","12.263","22.1544"
"2023Q1","강서구","11500570","화곡4동","4505715","818323","524102","704133","718471","633745","1106940","18.1619","11.6319","15.6276","15.9458","14.0654","24.5675"
"2023Q1","강서구","11500560","화곡3동","3749458","621187","512886","605489","581691","515670","912534","16.5674","13.6789","16.1487","15.514","13.7532","24.3378"
"2023Q1","강서구","11500550","화곡2동","3327504","585703","411607","533471","553679","473124","769920","17.6019","12.3698","16.0322","16.6395","14.2186","23.1381"
"2023Q1","강서구","11500540","화곡1동","17456699","1909841","2929256","3572876","2777160","2316586","3950979","10.9404","16.7801","20.4671","15.9088","13.2705","22.633"
"2023Q1","강서구","11500535","등촌3동","6688484","928966","915615","1180729","1072388","933224","1657561","13.889","13.6894","17.6532","16.0333","13.9527","24.7823"
"2023Q1","강서구","11500530","등촌2동","3897592","666475","521270","710693","608404","525753","864998","17.0997","13.3742","18.2342","15.6097","13.4892","22.1931"
"2023Q1","강서구","11500520","등촌1동","5251752","621744","865700","1310856","840812","636991","975648","11.8388","16.484","24.9604","16.0101","12.1291","18.5776"
"2023Q1","강서구","11500510","염창동","8378980","1649245","944918","1706180","1582265","1052119","1444255","19.6831","11.2772","20.3626","18.8837","12.5566","17.2366"
"2023Q1","강북구","11305660","인수동","8865380","1393185","1081767","1096048","1290161","1414752","2589470","15.7149","12.2022","12.3632","14.5528","15.9582","29.2088"
"2023Q1","강북구","11305645","우이동","4359208","643520","591237","576990","618696","670289","1258475","14.7623","13.5629","13.2361","14.1929","15.3764","28.8693"
"2023Q1","강북구","11305635","수유3동","10731659","1158136","2162526","1570204","1595370","1667888","2577534","10.7918","20.1509","14.6315","14.866","15.5418","24.018"
"2023Q1","강북구","11305625","수유2동","5670413","786003","745868","681072","862552","904932","1689986","13.8615","13.1537","12.011","15.2114","15.9588","29.8036"
"2023Q1","강북구","11305615","수유1동","6326509","828734","916150","807674","866331","1064249","1843370","13.0994","14.4811","12.7665","13.6937","16.8221","29.1372"
"2023Q1","강북구","11305608","번3동","3468224","555779","333396","372105","519657","542716","1144570","16.0249","9.6129","10.729","14.9834","15.6482","33.0016"
"2023Q1","강북구","11305603","번2동","3143797","445766","396658","364712","461264","495080","980316","14.1792","12.6172","11.601","14.6722","15.7478","31.1825"
"2023Q1","강북구","11305595","번1동","6781467","778004","1175327","954967","1039523","1073673","1759972","11.4725","17.3315","14.082","15.3289","15.8325","25.9527"
"2023Q1","강북구","11305575","삼각산동","2882047","716540","236613","322965","517736","431423","656770","24.8622","8.2099","11.2061","17.9642","14.9693","22.7883"
"2023Q1","강북구","11305555","송천동","12840550","1949127","1409647","1542897","1978998","2220287","3739594","15.1795","10.9781","12.0158","15.4121","17.2912","29.1233"
"2023Q1","강북구","11305545","송중동","12583854","1868984","1665641","1679757","1937771","2047434","3384266","14.8522","13.2363","13.3485","15.3989","16.2703","26.8937"
"2023Q1","강북구","11305535","미아동","7981052","802723","1429894","1040462","1104445","1372694","2230833","10.0579","17.9161","13.0367","13.8383","17.1994","27.9516"
"2023Q1","강북구","11305534","삼양동","11666783","1830315","1386106","1390548","1719719","1940686","3399410","15.6883","11.8808","11.9189","14.7403","16.6343","29.1375"
