"기준_년분기_코드","자치구명","행정동_코드","행정동_코드_명","총_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","연령대_10_유동인구_비율","연령대_20_유동인구_비율","연령대_30_유동인구_비율","연령대_40_유동인구_비율","연령대_50_유동인구_비율","연령대_60_이상_유동인구_비율"
"2023Q4","강남구","11680565","청담동","9218571","1161449","1424811","1914381","1893953","1358707","1465271","12.599","15.4559","20.7666","20.545","14.7388","15.8948"
"2023Q4","강남구","11680545","압구정동","7622700","1007958","1353247","1566625","1505499","1002530","1186838","13.2231","17.7529","20.5521","19.7502","13.1519","15.5698"
"2023Q4","강남구","11680531","논현2동","11862922","1176355","2082851","2927096","2521402","1544687","1610531","9.9162","17.5577","24.6743","21.2545","13.0211","13.5762"
"2023Q4","강남구","11680521","논현1동","9982020","607480","2260595","2680627","1975251","1186485","1271581","6.0857","22.6467","26.8546","19.7881","11.8862","12.7387"
"2023Q4","강남구","11680510","신사동","7043513","779419","1388403","1578845","1393585","920226","983033","11.0658","19.7118","22.4156","19.7854","13.0649","13.9566"
"2023Q4","강서구","11500641","방화3동","2772262","463615","247943","458921","458817","396714","746251","16.7233","8.9437","16.554","16.5503","14.3101","26.9185"
"2023Q4","강서구","11500640","방화2동","4898561","583005","664079","896484","759685","748707","1246601","11.9016","13.5566","18.301","15.5083","15.2842","25.4483"
"2023Q4","강서구","11500630","방화1동","7597357","1450890","706020","1225181","1313305","1067377","1834584","19.0973","9.293","16.1264","17.2863","14.0493","24.1477"
"2023Q4","강서구","11500620","공항동","5516663","1218432","672223","896789","953582","706833","1068807","22.0864","12.1853","16.256","17.2855","12.8127","19.3742"
"2023Q4","강서구","11500615","우장산동","7017897","1447446","921761","1032992","1217327","974626","1423746","20.6251","13.1344","14.7194","17.346","13.8877","20.2874"
"2023Q4","강서구","11500611","발산1동","5557822","1600865","606905","647042","960065","746518","996426","28.8038","10.9198","11.642","17.2741","13.4318","17.9284"
"2023Q4","강서구","11500605","가양3동","1931869","174823","240389","467538","318731","255484","474904","9.0494","12.4433","24.2013","16.4986","13.2247","24.5826"
"2023Q4","강서구","11500604","가양2동","2089269","192451","201272","364986","278065","268827","783670","9.2114","9.6336","17.4696","13.3092","12.867","37.5093"
"2023Q4","강서구","11500603","가양1동","3447354","430898","555941","791938","615298","470470","582809","12.4994","16.1266","22.9723","17.8484","13.6473","16.906"
"2023Q4","강서구","11500593","화곡8동","8038067","1212295","1164893","1380076","1412450","1131201","1737152","15.0819","14.4922","17.1693","17.572","14.073","21.6116"
"2023Q4","강서구","11500591","화곡6동","5462515","662382","912765","1087294","911987","760002","1128085","12.126","16.7096","19.9046","16.6954","13.913","20.6514"
"2023Q4","강서구","11500590","화곡본동","7926437","1230777","1182683","1476724","1281978","1012540","1741734","15.5275","14.9207","18.6304","16.1734","12.7742","21.9737"
"2023Q4","강서구","11500570","화곡4동","4497476","828182","511272","678250","726596","641604","1111571","18.4144","11.368","15.0807","16.1556","14.2659","24.7154"
"2023Q4","강서구","11500560","화곡3동","3492068","547383","475039","571638","559952","484043","854013","15.675","13.6034","16.3696","16.035","13.8612","24.4558"
"2023Q4","강서구","11500550","화곡2동","3353248","574435","404193","524771","570632","486871","792345","17.1307","12.0538","15.6496","17.0173","14.5194","23.6292"
"2023Q4","강서구","11500540","화곡1동","16215184","1793813","2757673","3254123","2588883","2193255","3627435","11.0626","17.0067","20.0684","15.9658","13.5259","22.3706"
"2023Q4","강서구","11500535","등촌3동","6785869","991152","911173","1194086","1092989","958244","1638226","14.6061","13.4275","17.5967","16.1068","14.1212","24.1417"
"2023Q4","강서구","11500530","등촌2동","3882810","716159","474571","712637","606196","519450","853798","18.4443","12.2224","18.3536","15.6123","13.3782","21.9892"
"2023Q4","강서구","11500520","등촌1동","5344969","603291","873306","1341618","884886","644581","997288","11.2871","16.3388","25.1006","16.5555","12.0596","18.6584"
"2023Q4","강서구","11500510","염창동","8181502","1705695","882853","1641125","1550061","1031217","1370549","20.8482","10.7908","20.059","18.9459","12.6043","16.7518"
"2023Q4","강북구","11305660","인수동","8180291","1282830","993628","1024817","1197551","1299766","2381699","15.682","12.1466","12.5279","14.6395","15.889","29.1151"
"2023Q4","강북구","11305645","우이동","4387467","632596","648823","568295","638190","687453","1212110","14.4183","14.7881","12.9527","14.5458","15.6686","27.6266"
"2023Q4","강북구","11305635","수유3동","10702425","1100555","2236724","1600579","1550951","1685847","2527769","10.2832","20.8992","14.9553","14.4916","15.752","23.6187"
"2023Q4","강북구","11305625","수유2동","5458776","750540","728413","666485","817084","895194","1601059","13.7492","13.3439","12.2094","14.9683","16.3992","29.33"
"2023Q4","강북구","11305615","수유1동","6325288","858296","910803","834145","878793","1056251","1787001","13.5693","14.3994","13.1875","13.8933","16.6989","28.2517"
"2023Q4","강북구","11305608","번3동","3413884","551728","324466","373225","503520","533269","1127676","16.1613","9.5043","10.9326","14.7492","15.6206","33.0321"
"2023Q4","강북구","11305603","번2동","2988516","417513","380655","357766","423310","476924","932348","13.9706","12.7373","11.9714","14.1646","15.9586","31.1977"
"2023Q4","강북구","11305595","번1동","7049682","779372","1278979","1013896","1066496","1150422","1760515","11.0554","18.1424","14.3822","15.1283","16.3188","24.973"
"2023Q4","강북구","11305575","삼각산동","3009131","779282","243649","326702","539267","459926","660304","25.8972","8.097","10.857","17.921","15.2843","21.9433"
"2023Q4","강북구","11305555","송천동","12634015","2151729","1346856","1503068","1919657","2132335","3580370","17.0312","10.6606","11.897","15.1944","16.8777","28.3391"
"2023Q4","강북구","11305545","송중동","12192120","1854779","1644900","1641031","1870741","1986350","3194319","15.2129","13.4915","13.4598","15.3439","16.2921","26.1999"
"2023Q4","강북구","11305535","미아동","7939740","804591","1451415","1021152","1068767","1370445","2223370","10.1337","18.2804","12.8613","13.461","17.2606","28.0031"
"2023Q4","강북구","11305534","삼양동","10915892","1711038","1284931","1304175","1645417","1781105","3189226","15.6747","11.7712","11.9475","15.0736","16.3166","29.2164"
"2023Q3","강동구","11740700","둔촌2동","7175487","1382182","822014","992021","1115252","1061057","1802961","19.2626","11.4559","13.8251","15.5425","14.7872","25.1267"
"2023Q3","강동구","11740690","둔촌1동","8350","1845","832","1026","1348","1277","2024","22.0958","9.9641","12.2874","16.1437","15.2934","24.2395"
"2023Q3","강동구","11740685","길동","16988146","2370700","2142661","2661968","2683712","2658919","4470186","13.955","12.6127","15.6696","15.7976","15.6516","26.3136"
"2023Q3","강동구","11740660","성내3동","6528442","903194","911028","989793","1111765","1034887","1577772","13.8348","13.9548","15.1612","17.0296","15.852","24.1677"
"2023Q3","강동구","11740650","성내2동","8433702","1203879","1126002","1408810","1327952","1281730","2085329","14.2746","13.3512","16.7045","15.7458","15.1977","24.7261"
"2023Q3","강동구","11740640","성내1동","5906211","1034494","678882","942956","1004231","909204","1336444","17.5154","11.4944","15.9655","17.003","15.394","22.6278"
"2023Q3","강동구","11740620","천호3동","7390579","896515","1153073","1371197","1099961","1076612","1793222","12.1305","15.6019","18.5533","14.8833","14.5674","24.2636"
"2023Q3","강동구","11740610","천호2동","11278308","1512064","1475767","1973078","1798656","1743475","2775269","13.4068","13.085","17.4945","15.9479","15.4587","24.6071"
"2023Q3","강동구","11740600","천호1동","10222875","1758931","1163269","1559969","1620576","1535694","2584440","17.2058","11.3791","15.2596","15.8524","15.0221","25.281"
"2023Q3","강동구","11740590","암사3동","1631438","401543","152724","217079","287480","232868","339744","24.6128","9.3613","13.306","17.6213","14.2738","20.8248"
"2023Q3","강동구","11740580","암사2동","2492488","385991","287173","447874","429889","380531","561029","15.4862","11.5215","17.969","17.2474","15.2671","22.5088"
"2023Q3","강동구","11740570","암사1동","7929292","1308224","909091","1201275","1308643","1255478","1946580","16.4986","11.465","15.1498","16.5039","15.8334","24.5492"
"2023Q3","강동구","11740560","고덕2동","2219896","485781","195237","315292","406288","303872","513425","21.8831","8.7949","14.203","18.3021","13.6886","23.1283"
"2023Q3","강동구","11740550","고덕1동","3711358","1222966","285930","401966","654701","448552","697244","32.952","7.7042","10.8307","17.6405","12.0859","18.7868"
"2023Q3","강동구","11740540","명일2동","2211318","629752","206105","211220","353767","297351","513122","28.4786","9.3205","9.5518","15.998","13.4468","23.2044"
"2023Q3","강동구","11740530","명일1동","4819618","907138","492530","635762","814131","705921","1264135","18.8218","10.2193","13.1911","16.892","14.6468","26.2289"
"2023Q3","강동구","11740520","상일동","3413804","663280","299679","517623","658975","497120","777127","19.4294","8.7784","15.1626","19.3032","14.5621","22.7643"
"2023Q3","강동구","11740515","강일동","4282479","1040395","382741","563092","783623","561689","950939","24.2942","8.9374","13.1487","18.2984","13.116","22.2053"
"2023Q3","강남구","11680750","수서동","2217525","283226","217091","357753","386346","310196","662912","12.7722","9.7898","16.133","17.4224","13.9884","29.8942"
"2023Q3","강남구","11680740","일원2동","1064916","247459","102191","147376","203776","156625","207488","23.2374","9.5962","13.8392","19.1354","14.7077","19.484"
"2023Q3","강남구","11680730","일원1동","2626715","372377","347198","430215","442237","398704","635984","14.1765","13.218","16.3784","16.8361","15.1788","24.2121"
"2023Q3","강남구","11680720","일원본동","2515993","677007","205821","262938","441229","356563","572433","26.9081","8.1805","10.4507","17.537","14.1719","22.7518"
"2023Q3","강남구","11680700","세곡동","3542249","970965","345958","478439","598862","421369","726658","27.411","9.7666","13.5066","16.9063","11.8955","20.514"
"2023Q3","강남구","11680690","개포4동","3666604","648181","451167","608223","633638","621238","704156","17.678","12.3048","16.5882","17.2813","16.9431","19.2046"
"2023Q3","강남구","11680670","개포2동","2005709","458213","186799","250450","366876","296996","446376","22.8454","9.3134","12.4869","18.2916","14.8075","22.2553"
"2023Q3","강남구","11680660","개포1동","699371","153306","53644","84677","135544","106698","165501","21.9206","7.6703","12.1076","19.3808","15.2563","23.6643"
"2023Q3","강남구","11680656","도곡2동","3851167","897350","394671","499488","776376","579831","703451","23.3007","10.2481","12.9698","20.1595","15.056","18.2659"
"2023Q3","강남구","11680655","도곡1동","7310623","1500480","850455","1172643","1397484","1039113","1350446","20.5247","11.6331","16.0403","19.1158","14.2137","18.4724"
"2023Q3","강남구","11680650","역삼2동","12181308","2507362","1789734","2213995","2633578","1594247","1442392","20.5837","14.6925","18.1753","21.6198","13.0877","11.841"
"2023Q3","강남구","11680640","역삼1동","21410303","1431171","5191968","5899049","4257668","2419519","2210927","6.6845","24.2499","27.5524","19.8861","11.3007","10.3265"
"2023Q3","강남구","11680630","대치4동","10565258","2938692","1479596","1679145","1982659","1361795","1123369","27.8147","14.0044","15.8931","18.7658","12.8894","10.6327"
"2023Q3","강남구","11680610","대치2동","6251194","1840228","788743","951688","1180304","765518","724713","29.438","12.6175","15.2241","18.8813","12.2459","11.5932"
"2023Q3","강남구","11680600","대치1동","4859439","2060090","393823","329567","905017","582020","588922","42.3936","8.1043","6.782","18.6239","11.9771","12.1191"
"2023Q3","강남구","11680590","삼성2동","9372983","1474327","1331057","1935148","2037618","1307659","1287173","15.7295","14.201","20.646","21.7393","13.9514","13.7328"
"2023Q3","강남구","11680580","삼성1동","4758823","574208","742975","1067754","1031025","667392","675470","12.0662","15.6126","22.4374","21.6655","14.0243","14.1941"
"2023Q3","강남구","11680565","청담동","9540889","1237309","1498328","1968467","1930898","1383704","1522185","12.9685","15.7043","20.6319","20.2381","14.5029","15.9543"
"2023Q3","강남구","11680545","압구정동","7834455","1105798","1430659","1586346","1529877","999514","1182261","14.1145","18.2611","20.2483","19.5275","12.7579","15.0905"
"2023Q3","강남구","11680531","논현2동","11843356","1163694","2132607","2947554","2507981","1515040","1576481","9.8257","18.0068","24.8878","21.1763","12.7923","13.3111"
"2023Q3","강남구","11680521","논현1동","10090612","641037","2335441","2698877","1969808","1171067","1274383","6.3528","23.1447","26.7464","19.5212","11.6055","12.6294"
"2023Q3","강남구","11680510","신사동","7070958","816554","1425051","1580370","1382492","904994","961497","11.548","20.1536","22.3502","19.5517","12.7987","13.5978"
"2023Q3","강서구","11500641","방화3동","2850703","469739","272359","459349","475523","401900","771833","16.478","9.5541","16.1135","16.6809","14.0983","27.0752"
"2023Q3","강서구","11500640","방화2동","4731425","572690","642070","863401","727814","723761","1201688","12.104","13.5703","18.2482","15.3826","15.2969","25.398"
"2023Q3","강서구","11500630","방화1동","7394002","1398850","697942","1194096","1277939","1036652","1788523","18.9187","9.4393","16.1495","17.2835","14.0202","24.1888"
"2023Q3","강서구","11500620","공항동","5419135","1127214","690268","911690","937497","693203","1059263","20.8006","12.7376","16.8235","17.2998","12.7918","19.5467"
"2023Q3","강서구","11500615","우장산동","6701809","1425185","893951","969216","1162377","912635","1338445","21.2657","13.339","14.462","17.3442","13.6177","19.9714"
"2023Q3","강서구","11500611","발산1동","5530972","1599251","619020","645869","953989","744432","968411","28.9145","11.1919","11.6773","17.2481","13.4593","17.5089"
"2023Q3","강서구","11500605","가양3동","1834060","162317","232124","439987","304481","241264","453888","8.8501","12.6563","23.9898","16.6015","13.1546","24.7477"
"2023Q3","강서구","11500604","가양2동","2126365","194456","206773","374420","281470","274931","794316","9.145","9.7242","17.6085","13.2371","12.9296","37.3556"
"2023Q3","강서구","11500603","가양1동","3482277","422421","575541","799480","629998","470095","584742","12.1306","16.5277","22.9585","18.0916","13.4996","16.7919"
"2023Q3","강서구","11500593","화곡8동","7745999","1182680","1140452","1324140","1344162","1065359","1689206","15.2683","14.7231","17.0945","17.353","13.7537","21.8075"
"2023Q3","강서구","11500591","화곡6동","5173226","625196","863999","998876","870870","731448","1082836","12.0852","16.7014","19.3086","16.8342","14.1391","20.9315"
"2023Q3","강서구","11500590","화곡본동","8216805","1278163","1248722","1529374","1319353","1024029","1817165","15.5555","15.1972","18.6128","16.0568","12.4626","22.1152"
"2023Q3","강서구","11500570","화곡4동","4731302","865151","547046","718800","754151","662563","1183592","18.2857","11.5623","15.1924","15.9396","14.0038","25.0162"
"2023Q3","강서구","11500560","화곡3동","3469199","542096","483899","569166","546376","477943","849719","15.626","13.9484","16.4063","15.7493","13.7768","24.4932"
"2023Q3","강서구","11500550","화곡2동","3296110","564521","416644","517237","557475","463046","777186","17.1269","12.6405","15.6923","16.9131","14.0483","23.5789"
"2023Q3","강서구","11500540","화곡1동","16193300","1777003","2776242","3282755","2547349","2170450","3639502","10.9737","17.1444","20.2723","15.7309","13.4034","22.4754"
"2023Q3","강서구","11500535","등촌3동","6901892","982411","978252","1220100","1107967","961008","1652153","14.2339","14.1737","17.6778","16.0531","13.9238","23.9377"
"2023Q3","강서구","11500530","등촌2동","3863817","674016","493408","714967","604543","517358","859525","17.4443","12.77","18.5042","15.6463","13.3898","22.2455"
"2023Q3","강서구","11500520","등촌1동","5337510","604497","880883","1356716","865708","644499","985205","11.3254","16.5036","25.4185","16.2193","12.0749","18.4581"
"2023Q3","강서구","11500510","염창동","8105227","1657388","904682","1638311","1527843","1017366","1359636","20.4484","11.1617","20.213","18.8501","12.552","16.7748"
"2023Q3","강북구","11305660","인수동","8241337","1272063","1023655","1030782","1193451","1306427","2414961","15.4352","12.421","12.5075","14.4813","15.8521","29.303"
"2023Q3","강북구","11305645","우이동","4422805","629851","623682","587047","632376","698371","1251480","14.241","14.1015","13.2732","14.2981","15.7902","28.2961"
"2023Q3","강북구","11305635","수유3동","10607434","1084420","2223378","1590587","1545239","1658241","2505569","10.2232","20.9606","14.995","14.5675","15.6328","23.6209"
"2023Q3","강북구","11305625","수유2동","5446954","732020","708362","673411","814076","897762","1621323","13.4391","13.0047","12.3631","14.9455","16.4819","29.7657"
"2023Q3","강북구","11305615","수유1동","6307429","834748","915305","828801","866932","1054611","1807031","13.2344","14.5115","13.1401","13.7446","16.7201","28.6492"
"2023Q3","강북구","11305608","번3동","3414950","526356","328795","382534","506245","532084","1138935","15.4133","9.6281","11.2017","14.8244","15.581","33.3514"
"2023Q3","강북구","11305603","번2동","3031535","426057","381358","363929","427761","481756","950672","14.0542","12.5797","12.0048","14.1104","15.8915","31.3594"
"2023Q3","강북구","11305595","번1동","6840047","759894","1246109","972586","1040777","1100813","1719868","11.1095","18.2178","14.219","15.2159","16.0936","25.1441"
"2023Q3","강북구","11305575","삼각산동","3018494","771632","248662","321507","542651","463063","670976","25.5635","8.2379","10.6512","17.9775","15.3409","22.2288"
"2023Q3","강북구","11305555","송천동","12658620","2050679","1371825","1498561","1925641","2175530","3636385","16.1999","10.8371","11.8383","15.2121","17.1862","28.7266"
"2023Q3","강북구","11305545","송중동","12204812","1840465","1623048","1648080","1859781","2006507","3226928","15.0798","13.2984","13.5035","15.2381","16.4403","26.4398"
"2023Q3","강북구","11305535","미아동","7957358","794544","1404471","1034892","1087326","1367688","2268435","9.985","17.65","13.0055","13.6644","17.1877","28.5074"
"2023Q3","강북구","11305534","삼양동","11056603","1708698","1307434","1314012","1667762","1805375","3253323","15.4541","11.8249","11.8844","15.0839","16.3285","29.4243"
"2023Q2","강동구","11740700","둔촌2동","7029016","1410249","782199","964614","1100397","1043265","1728292","20.0632","11.1281","13.7233","15.6551","14.8423","24.588"
"2023Q2","강동구","11740690","둔촌1동","8446","1888","809","1041","1368","1284","2058","22.3538","9.5785","12.3254","16.197","15.2025","24.3666"
"2023Q2","강동구","11740685","길동","17059829","2421677","2105317","2686071","2690083","2670517","4486166","14.1952","12.3408","15.745","15.7685","15.6538","26.2967"
"2023Q2","강동구","11740660","성내3동","6711571","913250","940958","1036690","1151569","1063033","1606070","13.6071","14.0199","15.4463","17.158","15.8388","23.9299"
"2023Q2","강동구","11740650","성내2동","8232659","1152969","1080669","1376052","1315725","1272571","2034673","14.0048","13.1266","16.7146","15.9818","15.4576","24.7147"
"2023Q2","강동구","11740640","성내1동","5967834","1056071","679077","944559","1024142","915433","1348554","17.6961","11.379","15.8275","17.161","15.3395","22.597"
"2023Q2","강동구","11740620","천호3동","7394937","869930","1128861","1377564","1131896","1081705","1804982","11.7639","15.2653","18.6285","15.3064","14.6276","24.4083"
"2023Q2","강동구","11740610","천호2동","11196139","1439069","1461355","2002992","1804110","1752159","2736454","12.8533","13.0523","17.89","16.1137","15.6497","24.4411"
"2023Q2","강동구","11740600","천호1동","9875479","1712877","1107103","1519525","1576174","1478926","2480873","17.3447","11.2106","15.3868","15.9605","14.9757","25.1215"
"2023Q2","강동구","11740590","암사3동","1564681","399701","137116","206995","278462","224190","318218","25.5452","8.7632","13.2292","17.7967","14.3282","20.3376"
"2023Q2","강동구","11740580","암사2동","2480691","381298","284274","449328","420547","381625","563618","15.3706","11.4595","18.113","16.9528","15.3838","22.7202"
"2023Q2","강동구","11740570","암사1동","8129879","1310727","920681","1247704","1351703","1286141","2012926","16.1223","11.3247","15.3471","16.6264","15.8199","24.7596"
"2023Q2","강동구","11740560","고덕2동","2343035","503859","197648","340095","432222","330178","539033","21.5045","8.4356","14.5151","18.4471","14.0919","23.0058"
"2023Q2","강동구","11740550","고덕1동","3810477","1261216","276451","417180","677552","463105","714972","33.0986","7.255","10.9482","17.7813","12.1535","18.7633"
"2023Q2","강동구","11740540","명일2동","2201653","628091","202533","213336","351845","300767","505084","28.5282","9.1991","9.6898","15.9809","13.661","22.9411"
"2023Q2","강동구","11740530","명일1동","4817371","910550","485993","639356","808625","714158","1258688","18.9014","10.0883","13.2719","16.7856","14.8246","26.1281"
"2023Q2","강동구","11740520","상일동","3393755","664876","290865","523770","660610","491453","762180","19.5912","8.5706","15.4333","19.4655","14.4811","22.4583"
"2023Q2","강동구","11740515","강일동","4378368","1083174","386327","579535","802224","569306","957802","24.7392","8.8235","13.2363","18.3224","13.0027","21.8758"
"2023Q2","강남구","11680750","수서동","2291626","315811","217434","367728","393554","322858","674239","13.7811","9.4882","16.0466","17.1736","14.0886","29.4219"
"2023Q2","강남구","11680740","일원2동","1054509","242535","98635","150220","202806","155337","204975","22.9998","9.3536","14.2455","19.2323","14.7307","19.438"
"2023Q2","강남구","11680730","일원1동","2587942","351343","343661","439907","432374","396260","624396","13.5762","13.2793","16.9983","16.7073","15.3118","24.1271"
"2023Q2","강남구","11680720","일원본동","2422321","664102","185103","252620","425707","346778","548010","27.4159","7.6416","10.4288","17.5743","14.3159","22.6233"
"2023Q2","강남구","11680700","세곡동","3510595","997988","327332","458772","593596","414053","718856","28.4279","9.3241","13.0682","16.9087","11.7944","20.4768"
"2023Q2","강남구","11680690","개포4동","3454301","612229","418092","573450","605661","591539","653331","17.7237","12.1035","16.601","17.5335","17.1247","18.9136"
"2023Q2","강남구","11680670","개포2동","1912692","454599","177453","235636","339838","278867","426298","23.7675","9.2777","12.3196","17.7675","14.5798","22.2879"
"2023Q2","강남구","11680660","개포1동","733498","172600","55716","88463","134550","108443","173726","23.5311","7.5959","12.0604","18.3436","14.7844","23.6846"
"2023Q2","강남구","11680656","도곡2동","3886017","906554","388118","516405","779527","586978","708433","23.3286","9.9876","13.2888","20.0598","15.1049","18.2303"
"2023Q2","강남구","11680655","도곡1동","7066960","1427192","798151","1145530","1360619","1018321","1317147","20.1953","11.2941","16.2097","19.2532","14.4096","18.6381"
"2023Q2","강남구","11680650","역삼2동","12120980","2460349","1752749","2250113","2650591","1565048","1442130","20.2983","14.4605","18.5638","21.8678","12.9119","11.8978"
"2023Q2","강남구","11680640","역삼1동","21645248","1368815","5184837","6049966","4310803","2456580","2274248","6.3239","23.9537","27.9506","19.9157","11.3493","10.5069"
"2023Q2","강남구","11680630","대치4동","10138112","2607115","1405529","1711430","1976028","1335009","1103000","25.716","13.8638","16.8812","19.4911","13.1682","10.8797"
"2023Q2","강남구","11680610","대치2동","6142713","1720541","750729","987509","1180107","764316","739512","28.0095","12.2215","16.0761","19.2115","12.4426","12.0388"
"2023Q2","강남구","11680600","대치1동","4745676","1942970","356305","346268","916538","577537","606056","40.9419","7.508","7.2965","19.3131","12.1698","12.7707"
"2023Q2","강남구","11680590","삼성2동","9355129","1440681","1309753","1957152","2063721","1296476","1287346","15.3999","14.0004","20.9206","22.0598","13.8585","13.7609"
"2023Q2","강남구","11680580","삼성1동","4659851","555930","714086","1058231","1015349","648755","667499","11.9302","15.3242","22.7095","21.7893","13.9222","14.3245"
"2023Q2","강남구","11680565","청담동","9899247","1285468","1541781","2083979","2004101","1408134","1575784","12.9855","15.5747","21.0519","20.245","14.2247","15.9182"
"2023Q2","강남구","11680545","압구정동","7991790","1094326","1469252","1649327","1542200","1004643","1232045","13.6931","18.3845","20.6378","19.2973","12.5709","15.4164"
"2023Q2","강남구","11680531","논현2동","11513036","1062645","2109371","2895299","2455277","1455265","1535180","9.2299","18.3216","25.148","21.3261","12.6401","13.3343"
"2023Q2","강남구","11680521","논현1동","10126616","600626","2367292","2705402","1977889","1180393","1295014","5.9312","23.3769","26.7158","19.5316","11.6563","12.7882"
"2023Q2","강남구","11680510","신사동","7082053","774451","1441425","1611377","1400039","890357","964406","10.9354","20.3532","22.753","19.7688","12.572","13.6176"
"2023Q2","강서구","11500641","방화3동","2873891","467744","262891","471502","481581","405908","784267","16.2756","9.1476","16.4064","16.7571","14.124","27.2894"
"2023Q2","강서구","11500640","방화2동","4807161","590415","663136","888401","742379","722094","1200734","12.282","13.7948","18.4808","15.4432","15.0212","24.978"
"2023Q2","강서구","11500630","방화1동","7444126","1386350","714758","1234636","1265915","1060752","1781712","18.6234","9.6016","16.5854","17.0056","14.2495","23.9345"
"2023Q2","강서구","11500620","공항동","5312237","1109325","644584","928113","913941","683226","1033049","20.8824","12.1339","17.4712","17.2044","12.8614","19.4466"
"2023Q2","강서구","11500615","우장산동","6382048","1354163","861342","935958","1113207","859211","1258169","21.2183","13.4963","14.6655","17.4428","13.4629","19.7142"
"2023Q2","강서구","11500611","발산1동","5656621","1675597","621814","679442","953825","751011","974934","29.6219","10.9927","12.0114","16.8621","13.2767","17.2353"
"2023Q2","강서구","11500605","가양3동","1747182","162658","210074","424707","290250","228856","430637","9.3097","12.0236","24.3081","16.6125","13.0986","24.6475"
"2023Q2","강서구","11500604","가양2동","2106864","200046","207695","378113","287465","272666","760881","9.495","9.858","17.9467","13.6442","12.9418","36.1144"
"2023Q2","강서구","11500603","가양1동","3468184","429575","568172","806634","622046","468140","573618","12.3862","16.3824","23.2581","17.9358","13.4981","16.5394"
"2023Q2","강서구","11500593","화곡8동","7623238","1152152","1126442","1317834","1318270","1054119","1654421","15.1137","14.7764","17.2871","17.2928","13.8277","21.7023"
"2023Q2","강서구","11500591","화곡6동","5097565","583875","880014","999401","848543","724675","1061057","11.454","17.2634","19.6055","16.646","14.2161","20.815"
"2023Q2","강서구","11500590","화곡본동","8280287","1253869","1262236","1572880","1339894","1012733","1838676","15.1428","15.2439","18.9955","16.1817","12.2307","22.2055"
"2023Q2","강서구","11500570","화곡4동","4906469","889459","572318","767977","778947","683498","1214271","18.1283","11.6646","15.6523","15.8759","13.9305","24.7484"
"2023Q2","강서구","11500560","화곡3동","3447997","559037","471895","571461","532464","476749","836390","16.2134","13.6861","16.5737","15.4427","13.8268","24.2573"
"2023Q2","강서구","11500550","화곡2동","3183499","522700","408126","518962","537392","457735","738583","16.419","12.82","16.3016","16.8805","14.3784","23.2004"
"2023Q2","강서구","11500540","화곡1동","16066203","1721125","2758667","3301995","2537513","2167157","3579747","10.7127","17.1706","20.5524","15.7941","13.4889","22.2812"
"2023Q2","강서구","11500535","등촌3동","7051419","1028798","972736","1243964","1137939","979522","1688461","14.5899","13.7949","17.6413","16.1377","13.8911","23.945"
"2023Q2","강서구","11500530","등촌2동","3836263","687153","485170","704554","603469","507910","848007","17.912","12.6469","18.3656","15.7306","13.2397","22.105"
"2023Q2","강서구","11500520","등촌1동","5173602","580325","855579","1323828","834244","627330","952298","11.217","16.5374","25.5881","16.125","12.1256","18.4069"
"2023Q2","강서구","11500510","염창동","8178444","1670340","898052","1659701","1548932","1025536","1375882","20.4237","10.9807","20.2936","18.9392","12.5395","16.8233"
"2023Q2","강북구","11305660","인수동","8404325","1283948","1044836","1060343","1213641","1345542","2456016","15.2772","12.4321","12.6166","14.4407","16.0101","29.2232"
"2023Q2","강북구","11305645","우이동","4537674","677185","677502","592447","629832","697626","1263081","14.9236","14.9306","13.0562","13.8801","15.3741","27.8354"
"2023Q2","강북구","11305635","수유3동","10693301","1121391","2225175","1584905","1573297","1662629","2525902","10.4869","20.8091","14.8215","14.7129","15.5483","23.6213"
"2023Q2","강북구","11305625","수유2동","5441441","729356","732882","667555","818562","887712","1605373","13.4037","13.4685","12.268","15.0431","16.3139","29.5027"
"2023Q2","강북구","11305615","수유1동","6233573","859148","895803","802763","841714","1050531","1783615","13.7826","14.3706","12.8781","13.5029","16.8528","28.613"
"2023Q2","강북구","11305608","번3동","3424326","534938","329885","387138","517276","531508","1123582","15.6217","9.6336","11.3055","15.1059","15.5215","32.8118"
"2023Q2","강북구","11305603","번2동","3032558","424648","383419","352892","441793","480822","948984","14.003","12.6434","11.6368","14.5683","15.8553","31.2932"
"2023Q2","강북구","11305595","번1동","6655897","741564","1208318","937031","1032167","1064660","1672157","11.1415","18.1541","14.0782","15.5076","15.9957","25.1229"
"2023Q2","강북구","11305575","삼각산동","2842427","725871","234418","310882","508894","430573","631791","25.537","8.2471","10.9372","17.9035","15.1481","22.2272"
"2023Q2","강북구","11305555","송천동","12723875","2045368","1367916","1506350","1972974","2176100","3655166","16.075","10.7508","11.8388","15.5061","17.1025","28.7268"
"2023Q2","강북구","11305545","송중동","12289641","1887051","1619938","1655841","1866210","2014823","3245777","15.3548","13.1813","13.4735","15.1852","16.3945","26.4107"
"2023Q2","강북구","11305535","미아동","7961757","833677","1442266","1032537","1090986","1361275","2201014","10.471","18.1149","12.9687","13.7028","17.0977","27.6448"
