기준시점,시도,자치구,행정동,총인구수,0~9세_비율,10~19세_비율,20~29세_비율,30~39세_비율,40~49세_비율,50~59세_비율,60세이상_비율
2023Q2,서울특별시,강북구,미아동,21041,0.0284682287,0.0572691412,0.170951951,0.1285585286,0.1283684236,0.1679102704,0.3184734566
2023Q2,서울특별시,강북구,번1동,17903,0.02977154667,0.05094118304,0.1664525499,0.1447802044,0.1450594872,0.1659498408,0.297045188
2023Q2,서울특별시,강북구,번2동,15106,0.03177545346,0.05904938435,0.1275652059,0.1058519793,0.1331259102,0.1700648749,0.3725671918
2023Q2,서울특별시,강북구,번3동,16447,0.0429865629,0.06779351857,0.1063415821,0.09782939138,0.1338237977,0.1656837113,0.3855414361
2023Q2,서울특별시,강북구,삼각산동,30753,0.07661041199,0.1251910383,0.1052255065,0.106396124,0.1872337658,0.1774461028,0.2218970507
2023Q2,서울특별시,강북구,삼양동,22697,0.04582103362,0.07379829933,0.1252147861,0.1157862273,0.1397982112,0.1839890734,0.315592369
2023Q2,서울특별시,강북구,송중동,28992,0.04649558499,0.06484547461,0.1342784216,0.1325193157,0.1441777042,0.1728062914,0.3048772075
2023Q2,서울특별시,강북구,송천동,25182,0.03109363831,0.05515844651,0.1229846716,0.1176236995,0.1307680089,0.1853307918,0.3570407434
2023Q2,서울특별시,강북구,수유1동,20073,0.0380112589,0.06227270463,0.1431774025,0.1338115877,0.1318188612,0.1656952125,0.3252129726
2023Q2,서울특별시,강북구,수유2동,20757,0.04205810088,0.06017247194,0.1293057764,0.1152864094,0.1337380161,0.1719419955,0.3474972299
2023Q2,서울특별시,강북구,수유3동,22956,0.02783585991,0.04547830633,0.1832636348,0.1448858686,0.1277225998,0.1693674856,0.301446245
2023Q2,서울특별시,강북구,우이동,20031,0.04408167341,0.06375118566,0.1176676152,0.1219110379,0.1337926214,0.1764265389,0.3423693275
2023Q2,서울특별시,강북구,인수동,29446,0.04160157577,0.0672756911,0.1217143245,0.1175711472,0.1335665286,0.1730625552,0.3452081777
2023Q2,서울특별시,강서구,가양제1동,34079,0.04155051498,0.05120455412,0.2300830423,0.2622436104,0.1323982511,0.1208955662,0.1616244608
2023Q2,서울특별시,강서구,가양제2동,13618,0.03275077104,0.02922602438,0.09891320311,0.1653693641,0.1011161698,0.1253488031,0.4472756646
2023Q2,서울특별시,강서구,가양제3동,14413,0.04509817526,0.02934850482,0.09255533199,0.2066190245,0.1229445639,0.1358495802,0.3675848193
2023Q2,서울특별시,강서구,공항동,30010,0.101032989,0.07477507498,0.1261579474,0.1697100966,0.1742085971,0.1351216261,0.2189936688
2023Q2,서울특별시,강서구,등촌제1동,24829,0.05151234444,0.04635708244,0.1940472834,0.2648918603,0.1366547183,0.1225985742,0.1839381369
2023Q2,서울특별시,강서구,등촌제2동,19510,0.05253716043,0.07088672476,0.143208611,0.170169144,0.1439774475,0.1578677601,0.2613531522
2023Q2,서울특별시,강서구,등촌제3동,29569,0.04947749332,0.05668098346,0.1148500118,0.154283202,0.12256079,0.154283202,0.3478643174
2023Q2,서울특별시,강서구,발산제1동,35856,0.06841253905,0.1368529674,0.1207329317,0.1058958054,0.182758813,0.1673081214,0.218038822
2023Q2,서울특별시,강서구,방화제1동,42536,0.07741677638,0.1022898251,0.108801956,0.1403281926,0.1721600527,0.1512836186,0.2477195787
2023Q2,서울특별시,강서구,방화제2동,22837,0.04505845777,0.05705653107,0.1364014538,0.1659149626,0.1343433901,0.1507203223,0.3105048824
2023Q2,서울특별시,강서구,방화제3동,22197,0.04910573501,0.06248592152,0.0916340046,0.1550209488,0.1460557733,0.14830833,0.3473892868
2023Q2,서울특별시,강서구,염창동,41384,0.08544364972,0.1061763,0.1302194085,0.1753817901,0.1782572975,0.1466267156,0.1778948386
2023Q2,서울특별시,강서구,우장산동,43746,0.0730123897,0.1267544461,0.118205093,0.1199423947,0.1891144333,0.1605403923,0.2124308508
2023Q2,서울특별시,강서구,화곡본동,33401,0.04775306129,0.06661477201,0.1708631478,0.1850842789,0.1557139008,0.1423310679,0.2316397713
2023Q2,서울특별시,강서구,화곡제1동,51612,0.04181198171,0.04320700612,0.1802487794,0.206056731,0.1420793614,0.1381074169,0.2484887236
2023Q2,서울특별시,강서구,화곡제2동,17341,0.05103511908,0.07410183957,0.1413413298,0.1544316937,0.1631970475,0.1590450378,0.2568479326
2023Q2,서울특별시,강서구,화곡제3동,21305,0.04792302276,0.07505280451,0.1430180709,0.1509974184,0.1440976297,0.1486974889,0.2902135649
2023Q2,서울특별시,강서구,화곡제4동,19945,0.04392078215,0.06242165956,0.1292554525,0.1508648784,0.1559288042,0.1631486588,0.2944597644
2023Q2,서울특별시,강서구,화곡제6동,24872,0.04092955934,0.05914281119,0.1757799936,0.1800820199,0.1393534899,0.1498874236,0.2548247025
2023Q2,서울특별시,강서구,화곡제8동,23779,0.04159132007,0.06030531141,0.1552209933,0.1620757812,0.1528239203,0.150553009,0.2774296648
2023Q3,서울특별시,강남구,개포1동,6892,0.06166569936,0.1057748114,0.09721416135,0.09605339524,0.1584445734,0.1533662217,0.3274811376
2023Q3,서울특별시,강남구,개포2동,40824,0.08791397217,0.123824221,0.1136586322,0.1419263179,0.1801146384,0.1624289634,0.1901332549
2023Q3,서울특별시,강남구,개포3동,16949,0.06177355596,0.09593486341,0.09664286979,0.1416602749,0.1738745649,0.1439022951,0.2862115759
